instances,drift,unbalance,type,alg,KappaT
30000,minority-share,4,incremental,RebalanceStream,73.4757791598221
35000,minority-share,4,incremental,RebalanceStream,73.38702155952963
40000,minority-share,4,incremental,RebalanceStream,73.38083297742757
45000,minority-share,4,incremental,RebalanceStream,73.42660899154208
50000,minority-share,4,incremental,RebalanceStream,75.2945452828814
55000,minority-share,4,incremental,RebalanceStream,56.85346848384886
60000,minority-share,4,incremental,RebalanceStream,47.61799143424862
65000,minority-share,4,incremental,RebalanceStream,47.29985810627052
70000,minority-share,4,incremental,RebalanceStream,47.67377612376976
75000,minority-share,4,incremental,RebalanceStream,48.94896182068896
80000,minority-share,4,incremental,RebalanceStream,50.21064553781744
85000,minority-share,4,incremental,RebalanceStream,51.486547211548256
90000,minority-share,4,incremental,RebalanceStream,52.727462163119675
95000,minority-share,4,incremental,RebalanceStream,53.987136071251584
100000,minority-share,4,incremental,RebalanceStream,55.279558926165656
5000,minority-share,4,sudden,improved_OOB,57.86735542597089
10000,minority-share,4,sudden,improved_OOB,60.09922473812935
15000,minority-share,4,sudden,improved_OOB,61.50209858979592
20000,minority-share,4,sudden,improved_OOB,62.39187218289187
25000,minority-share,4,sudden,improved_OOB,62.70652743214161
30000,minority-share,4,sudden,improved_OOB,62.679704474676576
35000,minority-share,4,sudden,improved_OOB,62.562381075107815
40000,minority-share,4,sudden,improved_OOB,62.67175693777442
45000,minority-share,4,sudden,improved_OOB,62.74386600231617
50000,minority-share,4,sudden,improved_OOB,62.754426899364134
55000,minority-share,4,sudden,improved_OOB,10.4282024896848
60000,minority-share,4,sudden,improved_OOB,14.57173962956461
65000,minority-share,4,sudden,improved_OOB,19.220190772664456
70000,minority-share,4,sudden,improved_OOB,22.44272723335932
75000,minority-share,4,sudden,improved_OOB,24.58004684834359
80000,minority-share,4,sudden,improved_OOB,26.436698666249207
85000,minority-share,4,sudden,improved_OOB,27.716946391795823
90000,minority-share,4,sudden,improved_OOB,28.93348986041312
95000,minority-share,4,sudden,improved_OOB,29.45718808307248
100000,minority-share,4,sudden,improved_OOB,30.169145832655424
5000,minority-share,4,sudden,WEOB1,52.580692618104635
10000,minority-share,4,sudden,WEOB1,54.3661938044742
15000,minority-share,4,sudden,WEOB1,55.52585712851999
20000,minority-share,4,sudden,WEOB1,56.409668681997665
25000,minority-share,4,sudden,WEOB1,56.6807159833891
30000,minority-share,4,sudden,WEOB1,56.614515468871254
35000,minority-share,4,sudden,WEOB1,56.384410667772066
40000,minority-share,4,sudden,WEOB1,56.485490882100706
45000,minority-share,4,sudden,WEOB1,56.54453916555527
50000,minority-share,4,sudden,WEOB1,56.60208890256705
55000,minority-share,4,sudden,WEOB1,3.376990915972759
60000,minority-share,4,sudden,WEOB1,1.2384929765478319
65000,minority-share,4,sudden,WEOB1,5.977580272232012
70000,minority-share,4,sudden,WEOB1,8.595778091908326
75000,minority-share,4,sudden,WEOB1,10.394168828902192
80000,minority-share,4,sudden,WEOB1,12.226554848796649
85000,minority-share,4,sudden,WEOB1,13.648186414371338
90000,minority-share,4,sudden,WEOB1,15.050670257474072
95000,minority-share,4,sudden,WEOB1,15.752745285660728
100000,minority-share,4,sudden,WEOB1,16.666566863490907
5000,minority-share,4,sudden,CSMOTE,57.75063184498735
10000,minority-share,4,sudden,CSMOTE,63.56038445465943
15000,minority-share,4,sudden,CSMOTE,67.78541953232461
20000,minority-share,4,sudden,CSMOTE,69.6953945316561
25000,minority-share,4,sudden,CSMOTE,70.80043221677332
30000,minority-share,4,sudden,CSMOTE,71.55709342560554
35000,minority-share,4,sudden,CSMOTE,72.03042367342086
40000,minority-share,4,sudden,CSMOTE,72.84541012579268
45000,minority-share,4,sudden,CSMOTE,73.3736273876534
50000,minority-share,4,sudden,CSMOTE,73.69754881595348
55000,minority-share,4,sudden,CSMOTE,77.71828665568368
60000,minority-share,4,sudden,CSMOTE,77.72961816305472
65000,minority-share,4,sudden,CSMOTE,78.36684109060865
70000,minority-share,4,sudden,CSMOTE,78.10037328909165
75000,minority-share,4,sudden,CSMOTE,78.10109743930829
80000,minority-share,4,sudden,CSMOTE,77.98336798336798
85000,minority-share,4,sudden,CSMOTE,78.23375697826346
90000,minority-share,4,sudden,CSMOTE,78.23893483122693
95000,minority-share,4,sudden,CSMOTE,78.00138792505206
100000,minority-share,4,sudden,CSMOTE,78.1300644088926
5000,minority-share,4,sudden,OOB,54.93244146529969
10000,minority-share,4,sudden,OOB,57.986885931379064
15000,minority-share,4,sudden,OOB,59.382748029859314
20000,minority-share,4,sudden,OOB,60.25369959283474
25000,minority-share,4,sudden,OOB,60.60368363247378
30000,minority-share,4,sudden,OOB,60.66379006673354
35000,minority-share,4,sudden,OOB,60.66706562880196
40000,minority-share,4,sudden,OOB,60.860121097858304
45000,minority-share,4,sudden,OOB,60.96441899571172
50000,minority-share,4,sudden,OOB,61.0377638647225
55000,minority-share,4,sudden,OOB,2.9790565984282873
60000,minority-share,4,sudden,OOB,8.10338461293951
65000,minority-share,4,sudden,OOB,14.821948332991715
70000,minority-share,4,sudden,OOB,18.698684189081476
75000,minority-share,4,sudden,OOB,20.87594755641386
80000,minority-share,4,sudden,OOB,22.68156264155608
85000,minority-share,4,sudden,OOB,23.85802253962236
90000,minority-share,4,sudden,OOB,25.019496542237825
95000,minority-share,4,sudden,OOB,25.57869790823125
100000,minority-share,4,sudden,OOB,26.314015803298396
5000,minority-share,4,sudden,ESOS_ELM,14.743049705138997
10000,minority-share,4,sudden,ESOS_ELM,16.02590890096113
15000,minority-share,4,sudden,ESOS_ELM,31.610729023383765
20000,minority-share,4,sudden,ESOS_ELM,38.367813702048025
25000,minority-share,4,sudden,ESOS_ELM,42.57085861524395
30000,minority-share,4,sudden,ESOS_ELM,45.226989619377164
35000,minority-share,4,sudden,ESOS_ELM,47.067561946639735
40000,minority-share,4,sudden,ESOS_ELM,49.02328724399626
45000,minority-share,4,sudden,ESOS_ELM,50.21177447633108
50000,minority-share,4,sudden,ESOS_ELM,50.983381803074366
55000,minority-share,4,sudden,ESOS_ELM,60.42421746293245
60000,minority-share,4,sudden,ESOS_ELM,59.766769865841056
65000,minority-share,4,sudden,ESOS_ELM,59.730101900302955
70000,minority-share,4,sudden,ESOS_ELM,59.73040232268768
75000,minority-share,4,sudden,ESOS_ELM,59.73229132025274
80000,minority-share,4,sudden,ESOS_ELM,59.735966735966734
85000,minority-share,4,sudden,ESOS_ELM,59.42510987053096
90000,minority-share,4,sudden,ESOS_ELM,59.436729599001396
95000,minority-share,4,sudden,ESOS_ELM,59.399491094147585
100000,minority-share,4,sudden,ESOS_ELM,59.606066902140036
5000,minority-share,4,sudden,improved_UOB,45.28812786893171
10000,minority-share,4,sudden,improved_UOB,44.50683574103741
15000,minority-share,4,sudden,improved_UOB,43.3588585140465
20000,minority-share,4,sudden,improved_UOB,43.61319409936756
25000,minority-share,4,sudden,improved_UOB,43.43110745769328
30000,minority-share,4,sudden,improved_UOB,43.47759896937568
35000,minority-share,4,sudden,improved_UOB,43.54985912793822
40000,minority-share,4,sudden,improved_UOB,44.16194970216689
45000,minority-share,4,sudden,improved_UOB,44.61250082345964
50000,minority-share,4,sudden,improved_UOB,45.04294988159594
55000,minority-share,4,sudden,improved_UOB,-29.987546132844216
60000,minority-share,4,sudden,improved_UOB,-41.481954718413554
65000,minority-share,4,sudden,improved_UOB,-42.19153330240216
70000,minority-share,4,sudden,improved_UOB,-46.582252002972574
75000,minority-share,4,sudden,improved_UOB,-48.94041248591479
80000,minority-share,4,sudden,improved_UOB,-49.651724425435816
85000,minority-share,4,sudden,improved_UOB,-49.84623183989457
90000,minority-share,4,sudden,improved_UOB,-48.769423888579205
95000,minority-share,4,sudden,improved_UOB,-47.92495843223939
100000,minority-share,4,sudden,improved_UOB,-46.09859652379385
5000,minority-share,4,sudden,WEOB2,45.28812786893171
10000,minority-share,4,sudden,WEOB2,44.50683574103741
15000,minority-share,4,sudden,WEOB2,43.3588585140465
20000,minority-share,4,sudden,WEOB2,43.61319409936756
25000,minority-share,4,sudden,WEOB2,43.43110745769328
30000,minority-share,4,sudden,WEOB2,43.47759896937568
35000,minority-share,4,sudden,WEOB2,43.54985912793822
40000,minority-share,4,sudden,WEOB2,44.16194970216689
45000,minority-share,4,sudden,WEOB2,44.61250082345964
50000,minority-share,4,sudden,WEOB2,45.04294988159594
55000,minority-share,4,sudden,WEOB2,-29.987546132844216
60000,minority-share,4,sudden,WEOB2,-41.481954718413554
65000,minority-share,4,sudden,WEOB2,-42.19153330240216
70000,minority-share,4,sudden,WEOB2,-46.582252002972574
75000,minority-share,4,sudden,WEOB2,-48.94041248591479
80000,minority-share,4,sudden,WEOB2,-49.651724425435816
85000,minority-share,4,sudden,WEOB2,-49.84623183989457
90000,minority-share,4,sudden,WEOB2,-48.769423888579205
95000,minority-share,4,sudden,WEOB2,-47.92495843223939
100000,minority-share,4,sudden,WEOB2,-46.09859652379385
5000,minority-share,4,sudden,UOB,47.99766870600179
10000,minority-share,4,sudden,UOB,44.235755769098475
15000,minority-share,4,sudden,UOB,42.62989467535304
20000,minority-share,4,sudden,UOB,42.29316448463932
25000,minority-share,4,sudden,UOB,41.76746213257095
30000,minority-share,4,sudden,UOB,41.594273306142824
35000,minority-share,4,sudden,UOB,41.717079770320666
40000,minority-share,4,sudden,UOB,42.33901651143192
45000,minority-share,4,sudden,UOB,42.868528035721276
50000,minority-share,4,sudden,UOB,43.33444462044217
55000,minority-share,4,sudden,UOB,-35.633808445790955
60000,minority-share,4,sudden,UOB,-50.106210164587665
65000,minority-share,4,sudden,UOB,-51.82015822154648
70000,minority-share,4,sudden,UOB,-55.98581612574925
75000,minority-share,4,sudden,UOB,-59.137977344206874
80000,minority-share,4,sudden,UOB,-59.970446309650114
85000,minority-share,4,sudden,UOB,-60.388455977571994
90000,minority-share,4,sudden,UOB,-59.686316233048515
95000,minority-share,4,sudden,UOB,-58.93463080420412
100000,minority-share,4,sudden,UOB,-57.37299760165504
5000,minority-share,4,sudden,RebalanceStream,69.36726410761098
10000,minority-share,4,sudden,RebalanceStream,71.73004933251067
15000,minority-share,4,sudden,RebalanceStream,72.47872158182133
20000,minority-share,4,sudden,RebalanceStream,72.99639312291825
25000,minority-share,4,sudden,RebalanceStream,73.5585646803659
30000,minority-share,4,sudden,RebalanceStream,73.47577915982211
35000,minority-share,4,sudden,RebalanceStream,73.38702155952964
40000,minority-share,4,sudden,RebalanceStream,73.38083297742759
45000,minority-share,4,sudden,RebalanceStream,73.4266089915421
50000,minority-share,4,sudden,RebalanceStream,73.61787724423263
55000,minority-share,4,sudden,RebalanceStream,38.52622539572318
60000,minority-share,4,sudden,RebalanceStream,42.9798710861174
65000,minority-share,4,sudden,RebalanceStream,44.34791927956236
70000,minority-share,4,sudden,RebalanceStream,45.375087082141384
75000,minority-share,4,sudden,RebalanceStream,46.84423286409141
80000,minority-share,4,sudden,RebalanceStream,48.24603717726124
85000,minority-share,4,sudden,RebalanceStream,49.62037198319713
90000,minority-share,4,sudden,RebalanceStream,50.94201213087294
95000,minority-share,4,sudden,RebalanceStream,52.257192336254356
100000,minority-share,4,sudden,RebalanceStream,53.596614896658465
5000,minority-share,4,periodic,improved_OOB,57.86735542597088
10000,minority-share,4,periodic,improved_OOB,60.09922473812935
15000,minority-share,4,periodic,improved_OOB,61.50209858979592
20000,minority-share,4,periodic,improved_OOB,62.39187218289186
25000,minority-share,4,periodic,improved_OOB,62.70652743214163
30000,minority-share,4,periodic,improved_OOB,62.67970447467659
35000,minority-share,4,periodic,improved_OOB,62.562381075107815
40000,minority-share,4,periodic,improved_OOB,62.67175693777442
45000,minority-share,4,periodic,improved_OOB,62.74386600231615
50000,minority-share,4,periodic,improved_OOB,62.767902987676436
55000,minority-share,4,periodic,improved_OOB,36.52756341536732
60000,minority-share,4,periodic,improved_OOB,18.831900412410775
65000,minority-share,4,periodic,improved_OOB,23.65812870731133
70000,minority-share,4,periodic,improved_OOB,26.476480342146395
75000,minority-share,4,periodic,improved_OOB,28.153158771721348
80000,minority-share,4,periodic,improved_OOB,29.66359794635983
85000,minority-share,4,periodic,improved_OOB,30.6139081235744
90000,minority-share,4,periodic,improved_OOB,31.587829397413696
95000,minority-share,4,periodic,improved_OOB,31.84828031192422
100000,minority-share,4,periodic,improved_OOB,32.36981821621606
5000,minority-share,4,periodic,WEOB1,52.580692618104635
10000,minority-share,4,periodic,WEOB1,54.3661938044742
15000,minority-share,4,periodic,WEOB1,55.52585712851999
20000,minority-share,4,periodic,WEOB1,56.409668681997665
25000,minority-share,4,periodic,WEOB1,56.6807159833891
30000,minority-share,4,periodic,WEOB1,56.614515468871254
35000,minority-share,4,periodic,WEOB1,56.38441066777208
40000,minority-share,4,periodic,WEOB1,56.485490882100706
45000,minority-share,4,periodic,WEOB1,56.544539165555285
50000,minority-share,4,periodic,WEOB1,57.053647189872095
55000,minority-share,4,periodic,WEOB1,30.11533363197219
60000,minority-share,4,periodic,WEOB1,-1.026094646169901
65000,minority-share,4,periodic,WEOB1,7.286618297740982
70000,minority-share,4,periodic,WEOB1,10.360038070854072
75000,minority-share,4,periodic,WEOB1,12.173125974615488
80000,minority-share,4,periodic,WEOB1,14.014018292357239
85000,minority-share,4,periodic,WEOB1,15.369708942270663
90000,minority-share,4,periodic,WEOB1,16.726970212220728
95000,minority-share,4,periodic,WEOB1,17.309294177961
100000,minority-share,4,periodic,WEOB1,18.148737575497506
5000,minority-share,4,periodic,CSMOTE,57.75063184498735
10000,minority-share,4,periodic,CSMOTE,63.56038445465943
15000,minority-share,4,periodic,CSMOTE,67.78541953232461
20000,minority-share,4,periodic,CSMOTE,69.6953945316561
25000,minority-share,4,periodic,CSMOTE,70.80043221677332
30000,minority-share,4,periodic,CSMOTE,71.55709342560554
35000,minority-share,4,periodic,CSMOTE,72.03042367342086
40000,minority-share,4,periodic,CSMOTE,72.84541012579268
45000,minority-share,4,periodic,CSMOTE,73.3736273876534
50000,minority-share,4,periodic,CSMOTE,33.70089593383874
55000,minority-share,4,periodic,CSMOTE,32.80166435506242
60000,minority-share,4,periodic,CSMOTE,0.0
65000,minority-share,4,periodic,CSMOTE,0.0
70000,minority-share,4,periodic,CSMOTE,0.0
75000,minority-share,4,periodic,CSMOTE,0.0
80000,minority-share,4,periodic,CSMOTE,0.0
85000,minority-share,4,periodic,CSMOTE,0.0
90000,minority-share,4,periodic,CSMOTE,0.0
95000,minority-share,4,periodic,CSMOTE,0.0
100000,minority-share,4,periodic,CSMOTE,0.0
5000,minority-share,4,periodic,OOB,54.93244146529969
10000,minority-share,4,periodic,OOB,57.986885931379064
15000,minority-share,4,periodic,OOB,59.382748029859314
20000,minority-share,4,periodic,OOB,60.25369959283474
25000,minority-share,4,periodic,OOB,60.60368363247376
30000,minority-share,4,periodic,OOB,60.66379006673354
35000,minority-share,4,periodic,OOB,60.66706562880195
40000,minority-share,4,periodic,OOB,60.86012109785829
45000,minority-share,4,periodic,OOB,60.96441899571172
50000,minority-share,4,periodic,OOB,61.62414026179615
55000,minority-share,4,periodic,OOB,32.260870393668064
60000,minority-share,4,periodic,OOB,13.409069173282955
65000,minority-share,4,periodic,OOB,20.806924416630622
70000,minority-share,4,periodic,OOB,23.97126395107199
75000,minority-share,4,periodic,OOB,25.38849894033653
80000,minority-share,4,periodic,OOB,26.64888879903392
85000,minority-share,4,periodic,OOB,27.355399789846178
90000,minority-share,4,periodic,OOB,28.17873952643252
95000,minority-share,4,periodic,OOB,28.41606544900832
100000,minority-share,4,periodic,OOB,28.914376060200198
5000,minority-share,4,periodic,ESOS_ELM,14.743049705138997
10000,minority-share,4,periodic,ESOS_ELM,16.02590890096113
15000,minority-share,4,periodic,ESOS_ELM,31.56946354883081
20000,minority-share,4,periodic,ESOS_ELM,38.323110510448075
25000,minority-share,4,periodic,ESOS_ELM,42.392984789294324
30000,minority-share,4,periodic,ESOS_ELM,44.8006920415225
35000,minority-share,4,periodic,ESOS_ELM,46.93267573830886
40000,minority-share,4,periodic,ESOS_ELM,49.03576255327997
45000,minority-share,4,periodic,ESOS_ELM,50.244532619728716
50000,minority-share,4,periodic,ESOS_ELM,18.366643694004136
55000,minority-share,4,periodic,ESOS_ELM,19.119278779472946
60000,minority-share,4,periodic,ESOS_ELM,-inf
65000,minority-share,4,periodic,ESOS_ELM,-inf
70000,minority-share,4,periodic,ESOS_ELM,-inf
75000,minority-share,4,periodic,ESOS_ELM,-inf
80000,minority-share,4,periodic,ESOS_ELM,-inf
85000,minority-share,4,periodic,ESOS_ELM,-inf
90000,minority-share,4,periodic,ESOS_ELM,-inf
95000,minority-share,4,periodic,ESOS_ELM,-inf
100000,minority-share,4,periodic,ESOS_ELM,-inf
5000,minority-share,4,periodic,improved_UOB,45.28812786893171
10000,minority-share,4,periodic,improved_UOB,44.506835741037406
15000,minority-share,4,periodic,improved_UOB,43.3588585140465
20000,minority-share,4,periodic,improved_UOB,43.61319409936757
25000,minority-share,4,periodic,improved_UOB,43.43110745769328
30000,minority-share,4,periodic,improved_UOB,43.47759896937568
35000,minority-share,4,periodic,improved_UOB,43.54985912793822
40000,minority-share,4,periodic,improved_UOB,44.16194970216689
45000,minority-share,4,periodic,improved_UOB,44.612500823459634
50000,minority-share,4,periodic,improved_UOB,48.8739149784866
55000,minority-share,4,periodic,improved_UOB,9.381347795152658
60000,minority-share,4,periodic,improved_UOB,-53.532059415979894
65000,minority-share,4,periodic,improved_UOB,-48.35283501466005
70000,minority-share,4,periodic,improved_UOB,-52.124579565729995
75000,minority-share,4,periodic,improved_UOB,-53.69325397882667
80000,minority-share,4,periodic,improved_UOB,-53.58662545651379
85000,minority-share,4,periodic,improved_UOB,-53.158078819417184
90000,minority-share,4,periodic,improved_UOB,-51.452438264891114
95000,minority-share,4,periodic,improved_UOB,-50.17463730849844
100000,minority-share,4,periodic,improved_UOB,-47.89169630216064
5000,minority-share,4,periodic,WEOB2,45.28812786893171
10000,minority-share,4,periodic,WEOB2,44.506835741037406
15000,minority-share,4,periodic,WEOB2,43.3588585140465
20000,minority-share,4,periodic,WEOB2,43.61319409936757
25000,minority-share,4,periodic,WEOB2,43.43110745769328
30000,minority-share,4,periodic,WEOB2,43.47759896937568
35000,minority-share,4,periodic,WEOB2,43.54985912793822
40000,minority-share,4,periodic,WEOB2,44.16194970216689
45000,minority-share,4,periodic,WEOB2,44.612500823459634
50000,minority-share,4,periodic,WEOB2,48.8739149784866
55000,minority-share,4,periodic,WEOB2,9.381347795152658
60000,minority-share,4,periodic,WEOB2,-53.532059415979894
65000,minority-share,4,periodic,WEOB2,-48.35283501466005
70000,minority-share,4,periodic,WEOB2,-52.124579565729995
75000,minority-share,4,periodic,WEOB2,-53.69325397882667
80000,minority-share,4,periodic,WEOB2,-53.58662545651379
85000,minority-share,4,periodic,WEOB2,-53.158078819417184
90000,minority-share,4,periodic,WEOB2,-51.452438264891114
95000,minority-share,4,periodic,WEOB2,-50.17463730849844
100000,minority-share,4,periodic,WEOB2,-47.89169630216064
5000,minority-share,4,periodic,UOB,47.99766870600178
10000,minority-share,4,periodic,UOB,44.235755769098475
15000,minority-share,4,periodic,UOB,42.62989467535304
20000,minority-share,4,periodic,UOB,42.29316448463932
25000,minority-share,4,periodic,UOB,41.76746213257096
30000,minority-share,4,periodic,UOB,41.594273306142824
35000,minority-share,4,periodic,UOB,41.717079770320666
40000,minority-share,4,periodic,UOB,42.33901651143192
45000,minority-share,4,periodic,UOB,42.868528035721276
50000,minority-share,4,periodic,UOB,47.45602765810963
55000,minority-share,4,periodic,UOB,5.845899735820555
60000,minority-share,4,periodic,UOB,-65.33906446153726
65000,minority-share,4,periodic,UOB,-60.04033943806273
70000,minority-share,4,periodic,UOB,-62.80255649101501
75000,minority-share,4,periodic,UOB,-65.0570002299731
80000,minority-share,4,periodic,UOB,-64.86300071322611
85000,minority-share,4,periodic,UOB,-64.53102138075846
90000,minority-share,4,periodic,UOB,-63.13419877665238
95000,minority-share,4,periodic,UOB,-61.86561412815799
100000,minority-share,4,periodic,UOB,-59.80142213616057
5000,minority-share,4,periodic,RebalanceStream,69.36726410761099
10000,minority-share,4,periodic,RebalanceStream,71.73004933251067
15000,minority-share,4,periodic,RebalanceStream,72.47872158182133
20000,minority-share,4,periodic,RebalanceStream,72.99639312291825
25000,minority-share,4,periodic,RebalanceStream,73.55856468036588
30000,minority-share,4,periodic,RebalanceStream,73.47577915982208
35000,minority-share,4,periodic,RebalanceStream,73.38702155952963
40000,minority-share,4,periodic,RebalanceStream,73.38083297742759
45000,minority-share,4,periodic,RebalanceStream,73.4266089915421
50000,minority-share,4,periodic,RebalanceStream,75.2945452828814
55000,minority-share,4,periodic,RebalanceStream,56.85346848384886
60000,minority-share,4,periodic,RebalanceStream,47.61799143424862
65000,minority-share,4,periodic,RebalanceStream,47.29985810627052
70000,minority-share,4,periodic,RebalanceStream,47.67377612376975
75000,minority-share,4,periodic,RebalanceStream,48.94896182068896
80000,minority-share,4,periodic,RebalanceStream,50.21064553781744
85000,minority-share,4,periodic,RebalanceStream,51.486547211548256
90000,minority-share,4,periodic,RebalanceStream,52.727462163119675
95000,minority-share,4,periodic,RebalanceStream,53.9871360712516
100000,minority-share,4,periodic,RebalanceStream,55.279558926165656
5000,splitting-clusters,1,incremental,improved_OOB,57.86735542597089
10000,splitting-clusters,1,incremental,improved_OOB,60.09922473812935
15000,splitting-clusters,1,incremental,improved_OOB,61.50209858979592
20000,splitting-clusters,1,incremental,improved_OOB,62.39187218289186
25000,splitting-clusters,1,incremental,improved_OOB,62.70652743214161
30000,splitting-clusters,1,incremental,improved_OOB,62.679704474676576
35000,splitting-clusters,1,incremental,improved_OOB,62.56238107510783
40000,splitting-clusters,1,incremental,improved_OOB,62.67175693777442
45000,splitting-clusters,1,incremental,improved_OOB,62.74386600231617
50000,splitting-clusters,1,incremental,improved_OOB,62.767902987676436
55000,splitting-clusters,1,incremental,improved_OOB,36.527563415367325
60000,splitting-clusters,1,incremental,improved_OOB,18.831900412410775
65000,splitting-clusters,1,incremental,improved_OOB,23.658128707311334
70000,splitting-clusters,1,incremental,improved_OOB,26.476480342146395
75000,splitting-clusters,1,incremental,improved_OOB,28.153158771721348
80000,splitting-clusters,1,incremental,improved_OOB,29.66359794635983
85000,splitting-clusters,1,incremental,improved_OOB,30.6139081235744
90000,splitting-clusters,1,incremental,improved_OOB,31.587829397413696
95000,splitting-clusters,1,incremental,improved_OOB,31.848280311924213
100000,splitting-clusters,1,incremental,improved_OOB,32.36981821621605
5000,splitting-clusters,1,incremental,WEOB1,52.580692618104635
10000,splitting-clusters,1,incremental,WEOB1,54.3661938044742
15000,splitting-clusters,1,incremental,WEOB1,55.52585712851999
20000,splitting-clusters,1,incremental,WEOB1,56.409668681997665
25000,splitting-clusters,1,incremental,WEOB1,56.680715983389085
30000,splitting-clusters,1,incremental,WEOB1,56.61451546887126
35000,splitting-clusters,1,incremental,WEOB1,56.384410667772066
40000,splitting-clusters,1,incremental,WEOB1,56.485490882100706
45000,splitting-clusters,1,incremental,WEOB1,56.544539165555285
50000,splitting-clusters,1,incremental,WEOB1,57.05364718987208
55000,splitting-clusters,1,incremental,WEOB1,30.11533363197219
60000,splitting-clusters,1,incremental,WEOB1,-1.0260946461699008
65000,splitting-clusters,1,incremental,WEOB1,7.286618297740984
70000,splitting-clusters,1,incremental,WEOB1,10.360038070854072
75000,splitting-clusters,1,incremental,WEOB1,12.173125974615488
80000,splitting-clusters,1,incremental,WEOB1,14.014018292357235
85000,splitting-clusters,1,incremental,WEOB1,15.369708942270663
90000,splitting-clusters,1,incremental,WEOB1,16.726970212220728
95000,splitting-clusters,1,incremental,WEOB1,17.309294177961
100000,splitting-clusters,1,incremental,WEOB1,18.14873757549751
5000,splitting-clusters,1,incremental,CSMOTE,54.004576659038875
10000,splitting-clusters,1,incremental,CSMOTE,55.13180033651152
15000,splitting-clusters,1,incremental,CSMOTE,54.39642324888227
20000,splitting-clusters,1,incremental,CSMOTE,53.93939393939392
25000,splitting-clusters,1,incremental,CSMOTE,55.706760316066706
30000,splitting-clusters,1,incremental,CSMOTE,56.05397520058348
35000,splitting-clusters,1,incremental,CSMOTE,54.09292035398231
40000,splitting-clusters,1,incremental,CSMOTE,54.16205752212386
45000,splitting-clusters,1,incremental,CSMOTE,54.34996313590561
50000,splitting-clusters,1,incremental,CSMOTE,50.77092511013213
55000,splitting-clusters,1,incremental,CSMOTE,41.079059829059865
60000,splitting-clusters,1,incremental,CSMOTE,15.697674418604663
65000,splitting-clusters,1,incremental,CSMOTE,5.929304446978315
70000,splitting-clusters,1,incremental,CSMOTE,7.182524990744179
75000,splitting-clusters,1,incremental,CSMOTE,4.467258601553829
80000,splitting-clusters,1,incremental,CSMOTE,3.205699020480849
85000,splitting-clusters,1,incremental,CSMOTE,-0.4625346901017683
90000,splitting-clusters,1,incremental,CSMOTE,-1.257761502945385
95000,splitting-clusters,1,incremental,CSMOTE,-2.317513183458189
100000,splitting-clusters,1,incremental,CSMOTE,-2.166334661354591
5000,splitting-clusters,1,incremental,OOB,54.93244146529969
10000,splitting-clusters,1,incremental,OOB,57.98688593137905
15000,splitting-clusters,1,incremental,OOB,59.38274802985933
20000,splitting-clusters,1,incremental,OOB,60.25369959283474
25000,splitting-clusters,1,incremental,OOB,60.60368363247377
30000,splitting-clusters,1,incremental,OOB,60.66379006673354
35000,splitting-clusters,1,incremental,OOB,60.66706562880196
40000,splitting-clusters,1,incremental,OOB,60.86012109785829
45000,splitting-clusters,1,incremental,OOB,60.96441899571172
50000,splitting-clusters,1,incremental,OOB,61.62414026179615
55000,splitting-clusters,1,incremental,OOB,32.26087039366806
60000,splitting-clusters,1,incremental,OOB,13.409069173282958
65000,splitting-clusters,1,incremental,OOB,20.80692441663062
70000,splitting-clusters,1,incremental,OOB,23.971263951071993
75000,splitting-clusters,1,incremental,OOB,25.38849894033653
80000,splitting-clusters,1,incremental,OOB,26.64888879903392
85000,splitting-clusters,1,incremental,OOB,27.35539978984618
90000,splitting-clusters,1,incremental,OOB,28.17873952643252
95000,splitting-clusters,1,incremental,OOB,28.41606544900832
100000,splitting-clusters,1,incremental,OOB,28.914376060200205
5000,splitting-clusters,1,incremental,ESOS_ELM,42.677345537757446
10000,splitting-clusters,1,incremental,ESOS_ELM,43.74649467190132
15000,splitting-clusters,1,incremental,ESOS_ELM,28.468703427719845
20000,splitting-clusters,1,incremental,ESOS_ELM,18.900826446280984
25000,splitting-clusters,1,incremental,ESOS_ELM,13.068481123792774
30000,splitting-clusters,1,incremental,ESOS_ELM,8.710795040116675
35000,splitting-clusters,1,incremental,ESOS_ELM,5.959228824273061
40000,splitting-clusters,1,incremental,ESOS_ELM,3.571626106194669
45000,splitting-clusters,1,incremental,ESOS_ELM,1.6551978373064777
50000,splitting-clusters,1,incremental,ESOS_ELM,-12.500000000000014
55000,splitting-clusters,1,incremental,ESOS_ELM,-14.348290598290575
60000,splitting-clusters,1,incremental,ESOS_ELM,-54.01162790697672
65000,splitting-clusters,1,incremental,ESOS_ELM,-51.07183580387686
70000,splitting-clusters,1,incremental,ESOS_ELM,-48.18585708996665
75000,splitting-clusters,1,incremental,ESOS_ELM,-47.44728079911208
80000,splitting-clusters,1,incremental,ESOS_ELM,-48.19011576135357
85000,splitting-clusters,1,incremental,ESOS_ELM,-46.984273820536515
90000,splitting-clusters,1,incremental,ESOS_ELM,-47.8427002069734
95000,splitting-clusters,1,incremental,ESOS_ELM,-47.90868720510684
100000,splitting-clusters,1,incremental,ESOS_ELM,-48.708914342629456
5000,splitting-clusters,1,incremental,improved_UOB,45.28812786893171
10000,splitting-clusters,1,incremental,improved_UOB,44.50683574103742
15000,splitting-clusters,1,incremental,improved_UOB,43.358858514046496
