instances,drift,unbalance,type,alg,Fscore_0,Fscore_1
90000,appearing-minority,2,incremental,UOB,80.46004738866928,40.08709076608534
95000,appearing-minority,2,incremental,UOB,80.67718258306313,40.346526118880796
100000,appearing-minority,2,incremental,UOB,80.91599285091044,40.70095277408661
5000,appearing-minority,2,incremental,RebalanceStream,97.06565779722305,66.12075276932083
10000,appearing-minority,2,incremental,RebalanceStream,97.22021202519603,69.84282129320373
15000,appearing-minority,2,incremental,RebalanceStream,97.29664771178474,71.12897850789436
20000,appearing-minority,2,incremental,RebalanceStream,97.31375179608054,72.41532059239671
25000,appearing-minority,2,incremental,RebalanceStream,97.37268212713052,73.27645091447803
30000,appearing-minority,2,incremental,RebalanceStream,97.365821133951,73.60047908051662
35000,appearing-minority,2,incremental,RebalanceStream,97.36412613631832,73.85412519034621
40000,appearing-minority,2,incremental,RebalanceStream,97.35583813212406,74.14502578732494
45000,appearing-minority,2,incremental,RebalanceStream,97.36683315572076,74.406004281569
50000,appearing-minority,2,incremental,RebalanceStream,97.5464010055635,76.71043935045506
55000,appearing-minority,2,incremental,RebalanceStream,95.78358687539676,50.05279370728991
60000,appearing-minority,2,incremental,RebalanceStream,95.23221694809743,7.069712591235712
65000,appearing-minority,2,incremental,RebalanceStream,95.0380755797014,8.835232545122306
70000,appearing-minority,2,incremental,RebalanceStream,95.02771530826112,11.999678139634309
75000,appearing-minority,2,incremental,RebalanceStream,95.1557562071068,17.670605203074462
80000,appearing-minority,2,incremental,RebalanceStream,95.25854477779572,22.03049374515345
85000,appearing-minority,2,incremental,RebalanceStream,95.36340513057348,26.53094877694999
90000,appearing-minority,2,incremental,RebalanceStream,95.46437269672643,30.564673163629685
95000,appearing-minority,2,incremental,RebalanceStream,95.58163379247138,34.664423677013076
100000,appearing-minority,2,incremental,RebalanceStream,95.68818459140579,38.42412411837514
5000,appearing-minority,2,sudden,improved_OOB,95.70694771018121,71.25690047466927
10000,appearing-minority,2,sudden,improved_OOB,95.84920436867307,72.60496824895125
15000,appearing-minority,2,sudden,improved_OOB,96.01640930110877,73.29604805904549
20000,appearing-minority,2,sudden,improved_OOB,96.07292693941613,73.86337886432446
25000,appearing-minority,2,sudden,improved_OOB,96.11628390665189,73.99717973048664
30000,appearing-minority,2,sudden,improved_OOB,96.12253206971002,74.0299833589696
35000,appearing-minority,2,sudden,improved_OOB,96.12783713708305,74.01710903695854
40000,appearing-minority,2,sudden,improved_OOB,96.13282146648096,74.12296186614637
45000,appearing-minority,2,sudden,improved_OOB,96.15359075007412,74.20276327175439
50000,appearing-minority,2,sudden,improved_OOB,96.1546253368564,74.21770574566185
55000,appearing-minority,2,sudden,improved_OOB,90.49306294084079,44.911622492664044
60000,appearing-minority,2,sudden,improved_OOB,91.11621005971833,49.29056091070955
65000,appearing-minority,2,sudden,improved_OOB,91.45564457849736,52.53582980157356
70000,appearing-minority,2,sudden,improved_OOB,91.75506002572561,54.3940591666604
75000,appearing-minority,2,sudden,improved_OOB,92.0187019890084,55.548229331855886
80000,appearing-minority,2,sudden,improved_OOB,92.2123912313178,56.46221548892769
85000,appearing-minority,2,sudden,improved_OOB,92.34018020194553,57.176388652892264
90000,appearing-minority,2,sudden,improved_OOB,92.45858041149164,57.80922846990662
95000,appearing-minority,2,sudden,improved_OOB,92.5232483202949,58.13385283702934
100000,appearing-minority,2,sudden,improved_OOB,92.58450385043709,58.51615232562356
5000,appearing-minority,2,sudden,WEOB1,95.12915416948991,69.38501064221455
10000,appearing-minority,2,sudden,WEOB1,95.21562831177854,70.35472068914076
15000,appearing-minority,2,sudden,WEOB1,95.35920300610759,70.88420911320603
20000,appearing-minority,2,sudden,WEOB1,95.40801039767402,71.4319391246575
25000,appearing-minority,2,sudden,WEOB1,95.4481111399094,71.5282083028767
30000,appearing-minority,2,sudden,WEOB1,95.45154082799507,71.53346301037422
35000,appearing-minority,2,sudden,WEOB1,95.44732515319913,71.4684183318632
40000,appearing-minority,2,sudden,WEOB1,95.45009385012793,71.55867520412156
45000,appearing-minority,2,sudden,WEOB1,95.47201765484547,71.62162980304927
50000,appearing-minority,2,sudden,WEOB1,95.4786506569197,71.65165035535165
55000,appearing-minority,2,sudden,WEOB1,89.68405537297559,42.41690638638007
60000,appearing-minority,2,sudden,WEOB1,89.5686504377179,45.9945003201942
65000,appearing-minority,2,sudden,WEOB1,89.89394715041949,49.168957540409295
70000,appearing-minority,2,sudden,WEOB1,90.10984469974991,50.93087679681375
75000,appearing-minority,2,sudden,WEOB1,90.33869899115147,52.03868864333383
80000,appearing-minority,2,sudden,WEOB1,90.52719852513967,52.9938377322786
85000,appearing-minority,2,sudden,WEOB1,90.66897016994908,53.77729737239476
90000,appearing-minority,2,sudden,WEOB1,90.80675584180642,54.43663728382843
95000,appearing-minority,2,sudden,WEOB1,90.89447430238188,54.83598406822942
100000,appearing-minority,2,sudden,WEOB1,90.9757312791815,55.26737633098937
5000,appearing-minority,2,sudden,CSMOTE,100.0,0.0
10000,appearing-minority,2,sudden,CSMOTE,100.0,0.0
15000,appearing-minority,2,sudden,CSMOTE,100.0,0.0
20000,appearing-minority,2,sudden,CSMOTE,100.0,0.0
25000,appearing-minority,2,sudden,CSMOTE,100.0,0.0
30000,appearing-minority,2,sudden,CSMOTE,100.0,0.0
35000,appearing-minority,2,sudden,CSMOTE,100.0,0.0
40000,appearing-minority,2,sudden,CSMOTE,100.0,0.0
45000,appearing-minority,2,sudden,CSMOTE,100.0,0.0
50000,appearing-minority,2,sudden,CSMOTE,100.0,0.0
55000,appearing-minority,2,sudden,CSMOTE,81.33578604782792,55.02898056597341
60000,appearing-minority,2,sudden,CSMOTE,84.24595106218887,60.833188077392364
65000,appearing-minority,2,sudden,CSMOTE,85.88088296543107,63.63961387200571
70000,appearing-minority,2,sudden,CSMOTE,86.95921528136294,65.38145271813615
75000,appearing-minority,2,sudden,CSMOTE,87.47043616962763,66.59334213227747
80000,appearing-minority,2,sudden,CSMOTE,87.82521069989005,67.45837414299707
85000,appearing-minority,2,sudden,CSMOTE,88.15147298065426,68.15236288920501
90000,appearing-minority,2,sudden,CSMOTE,88.4833098905623,69.06275919270114
95000,appearing-minority,2,sudden,CSMOTE,88.04602273596596,68.29268292682926
100000,appearing-minority,2,sudden,CSMOTE,87.96302683313787,68.29002362347809
5000,appearing-minority,2,sudden,OOB,95.40761561785094,69.8392597861725
10000,appearing-minority,2,sudden,OOB,95.62550133700724,71.62316289401029
15000,appearing-minority,2,sudden,OOB,95.79081814336739,72.32655707700516
20000,appearing-minority,2,sudden,OOB,95.84001704081737,72.90609489630069
25000,appearing-minority,2,sudden,OOB,95.88673402687606,73.08382757056967
30000,appearing-minority,2,sudden,OOB,95.90189802768495,73.17680271164082
35000,appearing-minority,2,sudden,OOB,95.92053411443857,73.2272261897486
40000,appearing-minority,2,sudden,OOB,95.93353195638704,73.37500822295343
45000,appearing-minority,2,sudden,OOB,95.95819927793627,73.47431477749733
50000,appearing-minority,2,sudden,OOB,95.96639491367216,73.52523721008238
55000,appearing-minority,2,sudden,OOB,89.54972491780208,45.26538437460094
60000,appearing-minority,2,sudden,OOB,90.31928373099804,49.25428430728659
65000,appearing-minority,2,sudden,OOB,90.90569596685779,52.55835841326882
70000,appearing-minority,2,sudden,OOB,91.28037159362154,54.44908957914301
75000,appearing-minority,2,sudden,OOB,91.55426357179127,55.5158064463328
80000,appearing-minority,2,sudden,OOB,91.74395359679473,56.3674902916883
85000,appearing-minority,2,sudden,OOB,91.86167507489219,56.96958010945038
90000,appearing-minority,2,sudden,OOB,91.97423247182329,57.50812404513147
95000,appearing-minority,2,sudden,OOB,92.04467182999767,57.82106067523087
100000,appearing-minority,2,sudden,OOB,92.10925483428909,58.16174151220006
5000,appearing-minority,2,sudden,ESOS_ELM,100.0,0.0
10000,appearing-minority,2,sudden,ESOS_ELM,100.0,0.0
15000,appearing-minority,2,sudden,ESOS_ELM,100.0,0.0
20000,appearing-minority,2,sudden,ESOS_ELM,100.0,0.0
25000,appearing-minority,2,sudden,ESOS_ELM,100.0,0.0
30000,appearing-minority,2,sudden,ESOS_ELM,100.0,0.0
35000,appearing-minority,2,sudden,ESOS_ELM,100.0,0.0
40000,appearing-minority,2,sudden,ESOS_ELM,100.0,0.0
45000,appearing-minority,2,sudden,ESOS_ELM,100.0,0.0
50000,appearing-minority,2,sudden,ESOS_ELM,100.0,0.0
55000,appearing-minority,2,sudden,ESOS_ELM,89.11066755378134,0.0
60000,appearing-minority,2,sudden,ESOS_ELM,88.77766655544433,0.0
65000,appearing-minority,2,sudden,ESOS_ELM,88.7941579864329,0.0
70000,appearing-minority,2,sudden,ESOS_ELM,88.9536659171039,0.0
75000,appearing-minority,2,sudden,ESOS_ELM,89.00481719093389,0.0
80000,appearing-minority,2,sudden,ESOS_ELM,89.01631460175354,0.0
85000,appearing-minority,2,sudden,ESOS_ELM,89.01396838483615,0.0
90000,appearing-minority,2,sudden,ESOS_ELM,88.91665972395789,0.0
95000,appearing-minority,2,sudden,ESOS_ELM,88.9546935149541,0.0
100000,appearing-minority,2,sudden,ESOS_ELM,88.91604274510676,0.0
5000,appearing-minority,2,sudden,improved_UOB,94.33584941317055,66.64655895789892
10000,appearing-minority,2,sudden,improved_UOB,94.1171695071915,66.38267933037385
15000,appearing-minority,2,sudden,improved_UOB,94.00818635311911,65.92492133622397
20000,appearing-minority,2,sudden,improved_UOB,93.97293272666747,66.15849290252694
25000,appearing-minority,2,sudden,improved_UOB,93.9659957119674,66.04278119961532
30000,appearing-minority,2,sudden,improved_UOB,93.98414601697306,66.08186705841302
35000,appearing-minority,2,sudden,improved_UOB,94.01981247469743,66.13550923728606
40000,appearing-minority,2,sudden,improved_UOB,94.07781567466134,66.40856083615492
45000,appearing-minority,2,sudden,improved_UOB,94.14957292166591,66.61269537466062
50000,appearing-minority,2,sudden,improved_UOB,94.1983668804015,66.78011932376982
55000,appearing-minority,2,sudden,improved_UOB,85.96378355597624,27.815865454675684
60000,appearing-minority,2,sudden,improved_UOB,84.52163898414213,34.52843720644752
65000,appearing-minority,2,sudden,improved_UOB,83.99921398806985,37.22015001356482
70000,appearing-minority,2,sudden,improved_UOB,83.21159608856802,38.13671792712025
75000,appearing-minority,2,sudden,improved_UOB,82.88717523993095,38.65502111383297
80000,appearing-minority,2,sudden,improved_UOB,82.70755812139085,39.213156322684206
85000,appearing-minority,2,sudden,improved_UOB,82.61478656823064,39.711568771617586
90000,appearing-minority,2,sudden,improved_UOB,82.69794536468629,40.22818614038779
95000,appearing-minority,2,sudden,improved_UOB,82.82025361090797,40.643272756405025
100000,appearing-minority,2,sudden,improved_UOB,83.00984083592613,41.153529858137624
5000,appearing-minority,2,sudden,WEOB2,94.33584941317055,66.64655895789892
10000,appearing-minority,2,sudden,WEOB2,94.1171695071915,66.38267933037385
15000,appearing-minority,2,sudden,WEOB2,94.00818635311911,65.92492133622397
20000,appearing-minority,2,sudden,WEOB2,93.97293272666747,66.15849290252694
25000,appearing-minority,2,sudden,WEOB2,93.9659957119674,66.04278119961532
30000,appearing-minority,2,sudden,WEOB2,93.98414601697306,66.08186705841302
35000,appearing-minority,2,sudden,WEOB2,94.01981247469743,66.13550923728606
40000,appearing-minority,2,sudden,WEOB2,94.07781567466134,66.40856083615492
45000,appearing-minority,2,sudden,WEOB2,94.14957292166591,66.61269537466062
50000,appearing-minority,2,sudden,WEOB2,94.1983668804015,66.78011932376982
55000,appearing-minority,2,sudden,WEOB2,85.96378355597624,27.815865454675684
60000,appearing-minority,2,sudden,WEOB2,84.52163898414213,34.52843720644752
65000,appearing-minority,2,sudden,WEOB2,83.99921398806985,37.22015001356482
70000,appearing-minority,2,sudden,WEOB2,83.21159608856802,38.13671792712025
75000,appearing-minority,2,sudden,WEOB2,82.88717523993095,38.65502111383297
80000,appearing-minority,2,sudden,WEOB2,82.70755812139085,39.213156322684206
85000,appearing-minority,2,sudden,WEOB2,82.61478656823064,39.711568771617586
90000,appearing-minority,2,sudden,WEOB2,82.69794536468629,40.22818614038779
95000,appearing-minority,2,sudden,WEOB2,82.82025361090797,40.643272756405025
100000,appearing-minority,2,sudden,WEOB2,83.00984083592613,41.153529858137624
5000,appearing-minority,2,sudden,UOB,94.64591634272463,67.27865571127037
10000,appearing-minority,2,sudden,UOB,94.09590851267706,66.10284805169348
15000,appearing-minority,2,sudden,UOB,93.93283559245178,65.52825857540891
20000,appearing-minority,2,sudden,UOB,93.82747555362533,65.56222108747086
25000,appearing-minority,2,sudden,UOB,93.78150545904164,65.32520510932699
30000,appearing-minority,2,sudden,UOB,93.77401796871324,65.29642130058599
35000,appearing-minority,2,sudden,UOB,93.81481867206196,65.37619669933045
40000,appearing-minority,2,sudden,UOB,93.873900242808,65.64992654539034
45000,appearing-minority,2,sudden,UOB,93.95473686977758,65.89144286453448
50000,appearing-minority,2,sudden,UOB,94.00756085082007,66.07452722859516
55000,appearing-minority,2,sudden,UOB,85.28876837531513,26.24960450553406
60000,appearing-minority,2,sudden,UOB,83.40876626154409,33.22393171138707
65000,appearing-minority,2,sudden,UOB,82.69179059831535,36.003743706590555
70000,appearing-minority,2,sudden,UOB,81.89339884835708,36.98970292666078
75000,appearing-minority,2,sudden,UOB,81.44547976390581,37.42635132455483
80000,appearing-minority,2,sudden,UOB,81.23594816518772,37.96865879100723
85000,appearing-minority,2,sudden,UOB,81.10230096943275,38.41468165439984
90000,appearing-minority,2,sudden,UOB,81.12448261728858,38.85584950828692
95000,appearing-minority,2,sudden,UOB,81.24108661783075,39.23212214815698
100000,appearing-minority,2,sudden,UOB,81.39712382433478,39.67163101541286
5000,appearing-minority,2,sudden,RebalanceStream,97.06565779722305,66.12075276932083
10000,appearing-minority,2,sudden,RebalanceStream,97.22021202519603,69.84282129320373
15000,appearing-minority,2,sudden,RebalanceStream,97.29664771178473,71.12897850789436
20000,appearing-minority,2,sudden,RebalanceStream,97.31375179608054,72.41532059239671
25000,appearing-minority,2,sudden,RebalanceStream,97.37268212713052,73.27645091447803
30000,appearing-minority,2,sudden,RebalanceStream,97.36582113395102,73.60047908051662
35000,appearing-minority,2,sudden,RebalanceStream,97.36412613631832,73.85412519034622
40000,appearing-minority,2,sudden,RebalanceStream,97.35583813212406,74.14502578732495
45000,appearing-minority,2,sudden,RebalanceStream,97.36683315572076,74.406004281569
50000,appearing-minority,2,sudden,RebalanceStream,97.38477719463492,74.64751749162272
55000,appearing-minority,2,sudden,RebalanceStream,94.08656351753135,6.978647378540053
60000,appearing-minority,2,sudden,RebalanceStream,94.6627206942701,7.092977382607771
65000,appearing-minority,2,sudden,RebalanceStream,94.72264270365191,8.246310517460616
70000,appearing-minority,2,sudden,RebalanceStream,94.79346701487853,10.728876098615968
75000,appearing-minority,2,sudden,RebalanceStream,94.94250910179665,15.5097104431341
80000,appearing-minority,2,sudden,RebalanceStream,95.06342271979733,19.557916426037632
85000,appearing-minority,2,sudden,RebalanceStream,95.18081987128343,23.841583015552022
90000,appearing-minority,2,sudden,RebalanceStream,95.29168048613323,27.78583433910353
95000,appearing-minority,2,sudden,RebalanceStream,95.41479116980841,31.8236662049426
100000,appearing-minority,2,sudden,RebalanceStream,95.52704468665229,35.58248449815574
5000,appearing-minority,2,periodic,improved_OOB,95.70694771018121,71.25690047466927
10000,appearing-minority,2,periodic,improved_OOB,95.84920436867307,72.60496824895127
15000,appearing-minority,2,periodic,improved_OOB,96.01640930110877,73.29604805904548
20000,appearing-minority,2,periodic,improved_OOB,96.07292693941613,73.86337886432443
25000,appearing-minority,2,periodic,improved_OOB,96.11628390665189,73.99717973048664
30000,appearing-minority,2,periodic,improved_OOB,96.12253206971002,74.02998335896963
35000,appearing-minority,2,periodic,improved_OOB,96.12783713708305,74.01710903695854
40000,appearing-minority,2,periodic,improved_OOB,96.13282146648095,74.12296186614637
45000,appearing-minority,2,periodic,improved_OOB,96.15359075007412,74.20276327175436
50000,appearing-minority,2,periodic,improved_OOB,96.16363095778483,74.34394177998493
55000,appearing-minority,2,periodic,improved_OOB,93.36069462802533,58.75608474181854
60000,appearing-minority,2,periodic,improved_OOB,91.73717109726635,53.57130630899481
65000,appearing-minority,2,periodic,improved_OOB,91.93770869602689,56.143224462398805
70000,appearing-minority,2,periodic,improved_OOB,92.17619642235391,57.39384512756787
75000,appearing-minority,2,periodic,improved_OOB,92.40013770971208,58.098389823639046
80000,appearing-minority,2,periodic,improved_OOB,92.55624210126578,58.68718752008615
85000,appearing-minority,2,periodic,improved_OOB,92.64816505105955,59.14563348336095
90000,appearing-minority,2,periodic,improved_OOB,92.73949384594005,59.586093592391265
95000,appearing-minority,2,periodic,improved_OOB,92.77706052282477,59.730897906850636
100000,appearing-minority,2,periodic,improved_OOB,92.81694541394226,59.97523818175489
5000,appearing-minority,2,periodic,WEOB1,95.12915416948991,69.38501064221455
10000,appearing-minority,2,periodic,WEOB1,95.21562831177852,70.35472068914076
15000,appearing-minority,2,periodic,WEOB1,95.35920300610759,70.88420911320603
20000,appearing-minority,2,periodic,WEOB1,95.40801039767403,71.43193912465749
25000,appearing-minority,2,periodic,WEOB1,95.44811113990941,71.5282083028767
30000,appearing-minority,2,periodic,WEOB1,95.45154082799506,71.53346301037422
35000,appearing-minority,2,periodic,WEOB1,95.44732515319913,71.4684183318632
40000,appearing-minority,2,periodic,WEOB1,95.45009385012793,71.55867520412156
45000,appearing-minority,2,periodic,WEOB1,95.47201765484546,71.62162980304927
50000,appearing-minority,2,periodic,WEOB1,95.53761676525843,71.92402627061965
55000,appearing-minority,2,periodic,WEOB1,92.6411424048217,56.46308848116887
60000,appearing-minority,2,periodic,WEOB1,89.44482646378228,49.139173910320906
65000,appearing-minority,2,periodic,WEOB1,89.99710806011625,52.12024783040042
70000,appearing-minority,2,periodic,WEOB1,90.25096346192416,53.41668952294335
75000,appearing-minority,2,periodic,WEOB1,90.5024009242508,54.164330516068375
80000,appearing-minority,2,periodic,WEOB1,90.69671461720301,54.867950623157284
85000,appearing-minority,2,periodic,WEOB1,90.8345419275685,55.456586480002954
90000,appearing-minority,2,periodic,WEOB1,90.96875035795242,55.963068967190836
95000,appearing-minority,2,periodic,WEOB1,91.04732704163511,56.22020533991004
100000,appearing-minority,2,periodic,WEOB1,91.12084593721309,56.54054257353457
5000,appearing-minority,2,periodic,CSMOTE,100.0,0.0
10000,appearing-minority,2,periodic,CSMOTE,100.0,0.0
15000,appearing-minority,2,periodic,CSMOTE,100.0,0.0
20000,appearing-minority,2,periodic,CSMOTE,100.0,0.0
25000,appearing-minority,2,periodic,CSMOTE,100.0,0.0
30000,appearing-minority,2,periodic,CSMOTE,100.0,0.0
35000,appearing-minority,2,periodic,CSMOTE,100.0,0.0
40000,appearing-minority,2,periodic,CSMOTE,100.0,0.0
45000,appearing-minority,2,periodic,CSMOTE,100.0,0.0
50000,appearing-minority,2,periodic,CSMOTE,95.36274399187633,63.85224274406333
55000,appearing-minority,2,periodic,CSMOTE,92.79833004754724,54.901960784313715
60000,appearing-minority,2,periodic,CSMOTE,99.93996397838703,0.0
65000,appearing-minority,2,periodic,CSMOTE,99.96999099729919,0.0
70000,appearing-minority,2,periodic,CSMOTE,99.97999599919986,0.0
75000,appearing-minority,2,periodic,CSMOTE,99.98249693696398,0.0
80000,appearing-minority,2,periodic,CSMOTE,99.98599803972557,0.0
85000,appearing-minority,2,periodic,CSMOTE,99.9883319720634,0.0
90000,appearing-minority,2,periodic,CSMOTE,99.98999899989998,0.0
95000,appearing-minority,2,periodic,CSMOTE,99.99124923430801,0.0
100000,appearing-minority,2,periodic,CSMOTE,99.99222161723688,0.0
5000,appearing-minority,2,periodic,OOB,95.40761561785091,69.8392597861725
10000,appearing-minority,2,periodic,OOB,95.62550133700724,71.6231628940103
15000,appearing-minority,2,periodic,OOB,95.79081814336742,72.32655707700516
20000,appearing-minority,2,periodic,OOB,95.84001704081737,72.90609489630069
25000,appearing-minority,2,periodic,OOB,95.88673402687604,73.08382757056967
30000,appearing-minority,2,periodic,OOB,95.90189802768495,73.17680271164082
35000,appearing-minority,2,periodic,OOB,95.9205341144386,73.22722618974862
40000,appearing-minority,2,periodic,OOB,95.93353195638706,73.37500822295343
45000,appearing-minority,2,periodic,OOB,95.95819927793626,73.47431477749734
50000,appearing-minority,2,periodic,OOB,96.03951474407354,73.98498870252698
55000,appearing-minority,2,periodic,OOB,92.85111915382416,58.261248401298396
60000,appearing-minority,2,periodic,OOB,91.08276442018725,53.273743234981985
65000,appearing-minority,2,periodic,OOB,91.58151523176255,56.184225469178706
70000,appearing-minority,2,periodic,OOB,91.85540686721495,57.498592837555236
75000,appearing-minority,2,periodic,OOB,92.05323985415414,58.09035251358701
80000,appearing-minority,2,periodic,OOB,92.18074889129242,58.60382997760688
85000,appearing-minority,2,periodic,OOB,92.2452278393894,58.93493889673164
90000,appearing-minority,2,periodic,OOB,92.31898874972367,59.27202873779845
95000,appearing-minority,2,periodic,OOB,92.35504131421344,59.40631825426202
100000,appearing-minority,2,periodic,OOB,92.39229065046419,59.60847464883102
5000,appearing-minority,2,periodic,ESOS_ELM,100.0,0.0
10000,appearing-minority,2,periodic,ESOS_ELM,100.0,0.0
15000,appearing-minority,2,periodic,ESOS_ELM,100.0,0.0
20000,appearing-minority,2,periodic,ESOS_ELM,100.0,0.0
25000,appearing-minority,2,periodic,ESOS_ELM,100.0,0.0
30000,appearing-minority,2,periodic,ESOS_ELM,100.0,0.0
35000,appearing-minority,2,periodic,ESOS_ELM,100.0,0.0
40000,appearing-minority,2,periodic,ESOS_ELM,100.0,0.0
45000,appearing-minority,2,periodic,ESOS_ELM,100.0,0.0
50000,appearing-minority,2,periodic,ESOS_ELM,94.60370994940978,0.0
55000,appearing-minority,2,periodic,ESOS_ELM,94.52589389304924,0.0
60000,appearing-minority,2,periodic,ESOS_ELM,100.0,0.0
65000,appearing-minority,2,periodic,ESOS_ELM,100.0,0.0
70000,appearing-minority,2,periodic,ESOS_ELM,100.0,0.0
75000,appearing-minority,2,periodic,ESOS_ELM,100.0,0.0
80000,appearing-minority,2,periodic,ESOS_ELM,100.0,0.0
85000,appearing-minority,2,periodic,ESOS_ELM,100.0,0.0
90000,appearing-minority,2,periodic,ESOS_ELM,100.0,0.0
95000,appearing-minority,2,periodic,ESOS_ELM,100.0,0.0
100000,appearing-minority,2,periodic,ESOS_ELM,100.0,0.0
5000,appearing-minority,2,periodic,improved_UOB,94.33584941317054,66.6465589578989
10000,appearing-minority,2,periodic,improved_UOB,94.11716950719152,66.38267933037386
15000,appearing-minority,2,periodic,improved_UOB,94.00818635311911,65.92492133622397
20000,appearing-minority,2,periodic,improved_UOB,93.97293272666747,66.15849290252694
25000,appearing-minority,2,periodic,improved_UOB,93.96599571196741,66.0427811996153
30000,appearing-minority,2,periodic,improved_UOB,93.98414601697307,66.08186705841304
35000,appearing-minority,2,periodic,improved_UOB,94.01981247469743,66.13550923728604
40000,appearing-minority,2,periodic,improved_UOB,94.07781567466134,66.40856083615492
45000,appearing-minority,2,periodic,improved_UOB,94.14957292166594,66.6126953746606
50000,appearing-minority,2,periodic,improved_UOB,94.63314791877447,68.35140995658512
55000,appearing-minority,2,periodic,improved_UOB,90.34612521449489,46.95014049506257
60000,appearing-minority,2,periodic,improved_UOB,82.95326955578653,39.48818608700288
65000,appearing-minority,2,periodic,improved_UOB,82.92709250479372,40.64273000135154
70000,appearing-minority,2,periodic,improved_UOB,82.20246830499867,40.567439298677186
75000,appearing-minority,2,periodic,improved_UOB,82.03895817938186,40.55703447975372
80000,appearing-minority,2,periodic,improved_UOB,81.98794297669798,40.80714467081641
85000,appearing-minority,2,periodic,improved_UOB,81.99816765708425,41.09369318122028
90000,appearing-minority,2,periodic,improved_UOB,82.18349510818686,41.466890681379944
95000,appearing-minority,2,periodic,improved_UOB,82.3878794210566,41.768310317965735
100000,appearing-minority,2,periodic,improved_UOB,82.64947456160245,42.19947045052273
5000,appearing-minority,2,periodic,WEOB2,94.33584941317054,66.6465589578989
10000,appearing-minority,2,periodic,WEOB2,94.11716950719152,66.38267933037386
15000,appearing-minority,2,periodic,WEOB2,94.00818635311911,65.92492133622397
20000,appearing-minority,2,periodic,WEOB2,93.97293272666747,66.15849290252694
25000,appearing-minority,2,periodic,WEOB2,93.96599571196741,66.0427811996153
30000,appearing-minority,2,periodic,WEOB2,93.98414601697307,66.08186705841304
35000,appearing-minority,2,periodic,WEOB2,94.01981247469743,66.13550923728604
40000,appearing-minority,2,periodic,WEOB2,94.07781567466134,66.40856083615492
45000,appearing-minority,2,periodic,WEOB2,94.14957292166594,66.6126953746606
50000,appearing-minority,2,periodic,WEOB2,94.63314791877447,68.35140995658512
55000,appearing-minority,2,periodic,WEOB2,90.34612521449489,46.95014049506257
60000,appearing-minority,2,periodic,WEOB2,82.95326955578653,39.48818608700288
65000,appearing-minority,2,periodic,WEOB2,82.92709250479372,40.64273000135154
70000,appearing-minority,2,periodic,WEOB2,82.20246830499867,40.567439298677186
75000,appearing-minority,2,periodic,WEOB2,82.03895817938186,40.55703447975372
80000,appearing-minority,2,periodic,WEOB2,81.98794297669798,40.80714467081641
85000,appearing-minority,2,periodic,WEOB2,81.99816765708425,41.09369318122028
90000,appearing-minority,2,periodic,WEOB2,82.18349510818686,41.466890681379944
95000,appearing-minority,2,periodic,WEOB2,82.3878794210566,41.768310317965735
100000,appearing-minority,2,periodic,WEOB2,82.64947456160245,42.19947045052273
5000,appearing-minority,2,periodic,UOB,94.64591634272465,67.27865571127037
10000,appearing-minority,2,periodic,UOB,94.09590851267704,66.1028480516935
15000,appearing-minority,2,periodic,UOB,93.93283559245178,65.52825857540891
20000,appearing-minority,2,periodic,UOB,93.82747555362532,65.56222108747085
25000,appearing-minority,2,periodic,UOB,93.78150545904163,65.32520510932699
30000,appearing-minority,2,periodic,UOB,93.77401796871322,65.29642130058599
35000,appearing-minority,2,periodic,UOB,93.81481867206195,65.37619669933045
40000,appearing-minority,2,periodic,UOB,93.873900242808,65.64992654539034
45000,appearing-minority,2,periodic,UOB,93.95473686977756,65.8914428645345
50000,appearing-minority,2,periodic,UOB,94.47853584496093,67.78877031339348
55000,appearing-minority,2,periodic,UOB,89.9406620985998,45.730408943203386
60000,appearing-minority,2,periodic,UOB,81.34465127723001,38.25099726042685
65000,appearing-minority,2,periodic,UOB,81.25655485595709,39.46205895144113
70000,appearing-minority,2,periodic,UOB,80.63417004063886,39.46896219796911
75000,appearing-minority,2,periodic,UOB,80.37400312387264,39.34430324086163
80000,appearing-minority,2,periodic,UOB,80.33082967198749,39.57169652450271
85000,appearing-minority,2,periodic,UOB,80.32263468343139,39.797049146364095
90000,appearing-minority,2,periodic,UOB,80.4600473886693,40.08709076608533
95000,appearing-minority,2,periodic,UOB,80.67718258306314,40.346526118880796
100000,appearing-minority,2,periodic,UOB,80.91599285091047,40.70095277408661
5000,appearing-minority,2,periodic,RebalanceStream,97.06565779722305,66.12075276932083
10000,appearing-minority,2,periodic,RebalanceStream,97.22021202519602,69.84282129320373
15000,appearing-minority,2,periodic,RebalanceStream,97.29664771178473,71.12897850789437
20000,appearing-minority,2,periodic,RebalanceStream,97.31375179608054,72.41532059239672
25000,appearing-minority,2,periodic,RebalanceStream,97.37268212713052,73.27645091447803
30000,appearing-minority,2,periodic,RebalanceStream,97.36582113395102,73.60047908051662
35000,appearing-minority,2,periodic,RebalanceStream,97.36412613631833,73.85412519034622
40000,appearing-minority,2,periodic,RebalanceStream,97.35583813212403,74.14502578732495
45000,appearing-minority,2,periodic,RebalanceStream,97.36683315572074,74.406004281569
50000,appearing-minority,2,periodic,RebalanceStream,97.5464010055635,76.71043935045505
55000,appearing-minority,2,periodic,RebalanceStream,95.78358687539675,50.05279370728991
60000,appearing-minority,2,periodic,RebalanceStream,95.23221694809742,7.069712591235711
