instances,drift,unbalance,type,alg,Fscore_0,Fscore_1
100000,sine_P(y_x),3,sudden,improved_UOB,98.39818625779802,96.30179467326617
5000,sine_P(y_x),3,sudden,WEOB2,96.79551820235591,93.12187846416174
10000,sine_P(y_x),3,sudden,WEOB2,97.887931680681,95.29708879393147
15000,sine_P(y_x),3,sudden,WEOB2,98.26998721979274,96.06524610008896
20000,sine_P(y_x),3,sudden,WEOB2,98.47793160338904,96.52183135276391
25000,sine_P(y_x),3,sudden,WEOB2,98.6319428331116,96.84793292068612
30000,sine_P(y_x),3,sudden,WEOB2,98.78129900912809,97.1940407344553
35000,sine_P(y_x),3,sudden,WEOB2,98.85989913258756,97.37200684395097
40000,sine_P(y_x),3,sudden,WEOB2,98.93246008637408,97.53145467658095
45000,sine_P(y_x),3,sudden,WEOB2,98.97675859065103,97.63258098337079
50000,sine_P(y_x),3,sudden,WEOB2,99.03137905645318,97.75683864900692
55000,sine_P(y_x),3,sudden,WEOB2,89.00832491250256,78.48222313670877
60000,sine_P(y_x),3,sudden,WEOB2,94.08359410810274,87.38956083465953
65000,sine_P(y_x),3,sudden,WEOB2,95.82138846436371,90.74306261133223
70000,sine_P(y_x),3,sudden,WEOB2,96.6794478800384,92.53757469262771
75000,sine_P(y_x),3,sudden,WEOB2,97.19582115763603,93.6198096805669
80000,sine_P(y_x),3,sudden,WEOB2,97.57271295376339,94.47213401117293
85000,sine_P(y_x),3,sudden,WEOB2,97.87562336339185,95.14239013703393
90000,sine_P(y_x),3,sudden,WEOB2,98.09264224520192,95.61573238352791
95000,sine_P(y_x),3,sudden,WEOB2,98.26184054124485,95.99373858933603
100000,sine_P(y_x),3,sudden,WEOB2,98.39818625779802,96.30179467326617
5000,sine_P(y_x),3,sudden,UOB,97.10680613085756,93.44535498664962
10000,sine_P(y_x),3,sudden,UOB,97.99785146674591,95.38805662968535
15000,sine_P(y_x),3,sudden,UOB,98.34797034226594,96.1383698703561
20000,sine_P(y_x),3,sudden,UOB,98.5979671343808,96.72200773178463
25000,sine_P(y_x),3,sudden,UOB,98.744442331199,97.0467950992779
30000,sine_P(y_x),3,sudden,UOB,98.86256503918075,97.33352942642044
35000,sine_P(y_x),3,sudden,UOB,98.94432807523295,97.52546410129521
40000,sine_P(y_x),3,sudden,UOB,99.00559941150753,97.66405299458795
45000,sine_P(y_x),3,sudden,UOB,99.06314958568507,97.79950362066542
50000,sine_P(y_x),3,sudden,UOB,99.11846261392755,97.92964602982718
55000,sine_P(y_x),3,sudden,UOB,89.75718648579468,80.25777576535933
60000,sine_P(y_x),3,sudden,UOB,94.09343781130225,87.70223402305342
65000,sine_P(y_x),3,sudden,UOB,95.65996334390039,90.61293487970633
70000,sine_P(y_x),3,sudden,UOB,96.46079071775645,92.23017552203986
75000,sine_P(y_x),3,sudden,UOB,96.94555391892703,93.20049176481999
80000,sine_P(y_x),3,sudden,UOB,97.29426944499552,93.96457801082607
85000,sine_P(y_x),3,sudden,UOB,97.60312576953807,94.62429446059305
90000,sine_P(y_x),3,sudden,UOB,97.8217358769912,95.08581566298815
95000,sine_P(y_x),3,sudden,UOB,97.98603179681989,95.44200846243295
100000,sine_P(y_x),3,sudden,UOB,98.11901619553836,95.73389788030201
5000,sine_P(y_x),3,sudden,CSMOTE,97.49198016914552,94.52577975811586
10000,sine_P(y_x),3,sudden,CSMOTE,98.06759788666136,95.68170790878217
15000,sine_P(y_x),3,sudden,CSMOTE,98.42791411042946,96.40980735551666
20000,sine_P(y_x),3,sudden,CSMOTE,98.60722234187666,96.80448031625761
25000,sine_P(y_x),3,sudden,CSMOTE,98.7485323176494,97.10231417014789
30000,sine_P(y_x),3,sudden,CSMOTE,98.84931245225366,97.33878091872792
35000,sine_P(y_x),3,sudden,CSMOTE,98.9343206038168,97.53209227416987
40000,sine_P(y_x),3,sudden,CSMOTE,99.00759946356729,97.69470404984422
45000,sine_P(y_x),3,sudden,CSMOTE,99.06580661561439,97.82689038362035
50000,sine_P(y_x),3,sudden,CSMOTE,99.11648653285296,97.94356448822045
55000,sine_P(y_x),3,sudden,CSMOTE,88.604118993135,78.31640058055153
60000,sine_P(y_x),3,sudden,CSMOTE,92.39251918634977,84.48092415260679
65000,sine_P(y_x),3,sudden,CSMOTE,92.97856614929786,85.31684698608966
70000,sine_P(y_x),3,sudden,CSMOTE,93.40995321766677,86.08107056718278
75000,sine_P(y_x),3,sudden,CSMOTE,94.1826150474799,87.37876386687797
80000,sine_P(y_x),3,sudden,CSMOTE,94.45917994889886,87.95556731023535
85000,sine_P(y_x),3,sudden,CSMOTE,95.03327787021632,89.1058394160584
90000,sine_P(y_x),3,sudden,CSMOTE,95.44010024152395,89.9290097461196
95000,sine_P(y_x),3,sudden,CSMOTE,95.70133195896211,90.43746193257134
100000,sine_P(y_x),3,sudden,CSMOTE,95.83049915336413,90.67728052292658
5000,sine_P(y_x),3,sudden,RebalanceStream,97.24137931034485,93.6842105263158
10000,sine_P(y_x),3,sudden,RebalanceStream,97.92886730467077,95.16505501833944
15000,sine_P(y_x),3,sudden,RebalanceStream,98.31825287791936,96.00719829040601
20000,sine_P(y_x),3,sudden,RebalanceStream,98.55762398749468,96.57441781977727
25000,sine_P(y_x),3,sudden,RebalanceStream,98.72606043410414,96.9569637411047
30000,sine_P(y_x),3,sudden,RebalanceStream,98.81417311652349,97.17762379584248
35000,sine_P(y_x),3,sudden,RebalanceStream,98.90016233766234,97.38416988416988
40000,sine_P(y_x),3,sudden,RebalanceStream,98.95827787538374,97.51807534565135
45000,sine_P(y_x),3,sudden,RebalanceStream,99.00771427219232,97.6363158092518
50000,sine_P(y_x),3,sudden,RebalanceStream,99.06271301976824,97.76906435911303
55000,sine_P(y_x),3,sudden,RebalanceStream,93.35094671950682,85.78600564794478
60000,sine_P(y_x),3,sudden,RebalanceStream,95.9815641653464,90.87340529931305
65000,sine_P(y_x),3,sudden,RebalanceStream,97.0190476190476,93.04444444444445
70000,sine_P(y_x),3,sudden,RebalanceStream,97.48689979681318,94.09893697162467
75000,sine_P(y_x),3,sudden,RebalanceStream,97.84049847782171,94.88992122803474
80000,sine_P(y_x),3,sudden,RebalanceStream,98.073546856465,95.45098039215688
85000,sine_P(y_x),3,sudden,RebalanceStream,98.2620184978148,95.8904109589041
90000,sine_P(y_x),3,sudden,RebalanceStream,98.3672961785137,96.12448867709693
95000,sine_P(y_x),3,sudden,RebalanceStream,98.44968583246501,96.31630279840945
100000,sine_P(y_x),3,sudden,RebalanceStream,98.52939086943549,96.50585733094763
5000,sine_P(y_x),3,incremental,improved_OOB,97.7549330373758,95.04523743505987
10000,sine_P(y_x),3,incremental,improved_OOB,98.50427653024217,96.60272036762194
15000,sine_P(y_x),3,incremental,improved_OOB,98.80005022509172,97.2218231809083
20000,sine_P(y_x),3,incremental,improved_OOB,99.00093946881293,97.67818762929684
25000,sine_P(y_x),3,incremental,improved_OOB,99.10428609084713,97.90331377263423
30000,sine_P(y_x),3,incremental,improved_OOB,99.18380984473444,98.0936992389592
35000,sine_P(y_x),3,incremental,improved_OOB,99.24258727340413,98.23003673233345
40000,sine_P(y_x),3,incremental,improved_OOB,99.2186609793476,98.170607491457
45000,sine_P(y_x),3,incremental,improved_OOB,98.74632296745764,97.07372030361125
50000,sine_P(y_x),3,incremental,improved_OOB,78.32610728620935,57.88959073882662
55000,sine_P(y_x),3,incremental,improved_OOB,77.95852253159997,54.874143146116126
60000,sine_P(y_x),3,incremental,improved_OOB,94.47923564325896,87.47238263292525
65000,sine_P(y_x),3,incremental,improved_OOB,96.50683252746724,91.85716445024883
70000,sine_P(y_x),3,incremental,improved_OOB,97.40144989169602,93.91051068103442
75000,sine_P(y_x),3,incremental,improved_OOB,97.92203697068985,95.08775485087283
80000,sine_P(y_x),3,incremental,improved_OOB,98.25745712817105,95.89805557841228
85000,sine_P(y_x),3,incremental,improved_OOB,98.50873341817292,96.48928865007409
90000,sine_P(y_x),3,incremental,improved_OOB,98.68030203847074,96.88472622734683
95000,sine_P(y_x),3,incremental,improved_OOB,98.81141144184284,97.19314269046374
100000,sine_P(y_x),3,incremental,improved_OOB,98.91262989326552,97.43221288625969
5000,sine_P(y_x),3,incremental,WEOB1,97.53060118964102,94.6050444520308
10000,sine_P(y_x),3,incremental,WEOB1,98.38890243566485,96.36840256413126
15000,sine_P(y_x),3,incremental,WEOB1,98.71538664767675,97.04541527887957
20000,sine_P(y_x),3,incremental,WEOB1,98.92039995269249,97.50542795221861
25000,sine_P(y_x),3,incremental,WEOB1,99.03794649151254,97.76005848977263
30000,sine_P(y_x),3,incremental,WEOB1,99.13923031045579,97.99935210553598
35000,sine_P(y_x),3,incremental,WEOB1,99.19882371200401,98.13654813246706
40000,sine_P(y_x),3,incremental,WEOB1,99.18401099909663,98.09815952428883
45000,sine_P(y_x),3,incremental,WEOB1,98.75046402420408,97.09927079852628
50000,sine_P(y_x),3,incremental,WEOB1,77.51059751680661,58.72804893930906
55000,sine_P(y_x),3,incremental,WEOB1,74.91837947217208,54.14922047723788
60000,sine_P(y_x),3,incremental,WEOB1,94.49948325626931,87.61343285736432
65000,sine_P(y_x),3,incremental,WEOB1,96.48356822384909,91.85576361829493
70000,sine_P(y_x),3,incremental,WEOB1,97.36588496892912,93.863483225843
75000,sine_P(y_x),3,incremental,WEOB1,97.88274216553413,95.02432322221365
80000,sine_P(y_x),3,incremental,WEOB1,98.2199264852832,95.83146221657314
85000,sine_P(y_x),3,incremental,WEOB1,98.4747377901861,96.4263778377892
90000,sine_P(y_x),3,incremental,WEOB1,98.65109668208206,96.82962150266717
95000,sine_P(y_x),3,incremental,WEOB1,98.78287824164613,97.13753429162692
100000,sine_P(y_x),3,incremental,WEOB1,98.87808700949299,97.3611570564727
5000,sine_P(y_x),3,incremental,OOB,97.3688573966604,93.9423235951048
10000,sine_P(y_x),3,incremental,OOB,98.22122346409444,95.83826440609144
15000,sine_P(y_x),3,incremental,OOB,98.54620870712849,96.55050852440552
20000,sine_P(y_x),3,incremental,OOB,98.78741752697245,97.12288879980221
25000,sine_P(y_x),3,incremental,OOB,98.91898738648054,97.42199773381698
30000,sine_P(y_x),3,incremental,OOB,99.02250997838604,97.67846428438595
35000,sine_P(y_x),3,incremental,OOB,99.09309917438338,97.84798831679896
40000,sine_P(y_x),3,incremental,OOB,99.07790948030758,97.80982105859017
45000,sine_P(y_x),3,incremental,OOB,98.59097645271588,96.66036783692905
50000,sine_P(y_x),3,incremental,OOB,76.14113566197571,58.32602049127907
55000,sine_P(y_x),3,incremental,OOB,70.85677173739604,55.05124019113843
60000,sine_P(y_x),3,incremental,OOB,94.10103891794874,87.1894259986771
65000,sine_P(y_x),3,incremental,OOB,96.28959983203278,91.62221173502886
70000,sine_P(y_x),3,incremental,OOB,97.22609971875272,93.67041824519967
75000,sine_P(y_x),3,incremental,OOB,97.7588642471151,94.82355877460965
80000,sine_P(y_x),3,incremental,OOB,98.10721816396676,95.63361832097627
85000,sine_P(y_x),3,incremental,OOB,98.37940713231956,96.25263308572274
90000,sine_P(y_x),3,incremental,OOB,98.57024893891311,96.67938141926712
95000,sine_P(y_x),3,incremental,OOB,98.71097228897655,97.00134885159105
100000,sine_P(y_x),3,incremental,OOB,98.8233042122587,97.2595306283571
5000,sine_P(y_x),3,incremental,ESOS_ELM,81.71279867518334,0.0
10000,sine_P(y_x),3,incremental,ESOS_ELM,82.1032775288847,0.0
15000,sine_P(y_x),3,incremental,ESOS_ELM,87.10825212860709,48.44287655305823
20000,sine_P(y_x),3,incremental,ESOS_ELM,89.56398688480576,64.5212184150851
25000,sine_P(y_x),3,incremental,ESOS_ELM,91.22147308993306,72.50227740857547
30000,sine_P(y_x),3,incremental,ESOS_ELM,92.30267442224633,77.32869504697643
35000,sine_P(y_x),3,incremental,ESOS_ELM,93.19086188856188,80.69875474540139
40000,sine_P(y_x),3,incremental,ESOS_ELM,93.73519660730695,82.74274289459933
45000,sine_P(y_x),3,incremental,ESOS_ELM,93.78775733975203,83.34995481613201
50000,sine_P(y_x),3,incremental,ESOS_ELM,75.60633221134638,58.332824823672205
55000,sine_P(y_x),3,incremental,ESOS_ELM,74.1243383776079,55.5680543442679
60000,sine_P(y_x),3,incremental,ESOS_ELM,88.46702134131174,75.78701742995425
65000,sine_P(y_x),3,incremental,ESOS_ELM,93.09661536238305,84.2944957766791
70000,sine_P(y_x),3,incremental,ESOS_ELM,94.85799608427172,88.1459335496543
75000,sine_P(y_x),3,incremental,ESOS_ELM,95.8116387190535,90.20043858364772
80000,sine_P(y_x),3,incremental,ESOS_ELM,96.36331154088859,91.51305566662542
85000,sine_P(y_x),3,incremental,ESOS_ELM,96.75244164054655,92.40702223316836
90000,sine_P(y_x),3,incremental,ESOS_ELM,97.05906494700191,93.08125230442712
95000,sine_P(y_x),3,incremental,ESOS_ELM,97.29412610010553,93.61613695013463
100000,sine_P(y_x),3,incremental,ESOS_ELM,97.46956443620427,94.019320234614
5000,sine_P(y_x),3,incremental,improved_UOB,96.79551820235591,93.12187846416174
10000,sine_P(y_x),3,incremental,improved_UOB,97.887931680681,95.29708879393147
15000,sine_P(y_x),3,incremental,improved_UOB,98.26998721979274,96.06524610008896
20000,sine_P(y_x),3,incremental,improved_UOB,98.47793160338904,96.52183135276391
25000,sine_P(y_x),3,incremental,improved_UOB,98.62932711544586,96.84216872733907
30000,sine_P(y_x),3,incremental,improved_UOB,98.77282997514708,97.17531819604294
35000,sine_P(y_x),3,incremental,improved_UOB,98.85056197991958,97.35139690122926
40000,sine_P(y_x),3,incremental,improved_UOB,98.85178627224533,97.34839855399343
45000,sine_P(y_x),3,incremental,improved_UOB,98.44558189977687,96.4253613770315
50000,sine_P(y_x),3,incremental,improved_UOB,76.56300893152286,58.675489356686214
55000,sine_P(y_x),3,incremental,improved_UOB,70.06809892474683,51.191443594662665
60000,sine_P(y_x),3,incremental,improved_UOB,93.74891110854688,86.29395720461639
65000,sine_P(y_x),3,incremental,improved_UOB,95.85713498546909,90.57342204577819
70000,sine_P(y_x),3,incremental,improved_UOB,96.83814464485882,92.73544777404234
75000,sine_P(y_x),3,incremental,improved_UOB,97.39701511673636,93.96325857268513
80000,sine_P(y_x),3,incremental,improved_UOB,97.77311660693861,94.85047471244636
85000,sine_P(y_x),3,incremental,improved_UOB,98.07611237902037,95.54282800829336
90000,sine_P(y_x),3,incremental,improved_UOB,98.28885808488583,96.01934469589744
95000,sine_P(y_x),3,incremental,improved_UOB,98.43514308224456,96.35586072036615
100000,sine_P(y_x),3,incremental,improved_UOB,98.54780369051416,96.61625979165842
5000,sine_P(y_x),3,incremental,WEOB2,96.79551820235591,93.12187846416174
10000,sine_P(y_x),3,incremental,WEOB2,97.887931680681,95.29708879393147
15000,sine_P(y_x),3,incremental,WEOB2,98.26998721979274,96.06524610008896
20000,sine_P(y_x),3,incremental,WEOB2,98.47793160338904,96.52183135276391
25000,sine_P(y_x),3,incremental,WEOB2,98.62932711544586,96.84216872733907
30000,sine_P(y_x),3,incremental,WEOB2,98.77282997514708,97.17531819604294
35000,sine_P(y_x),3,incremental,WEOB2,98.85056197991958,97.35139690122926
40000,sine_P(y_x),3,incremental,WEOB2,98.85178627224533,97.34839855399343
45000,sine_P(y_x),3,incremental,WEOB2,98.44558189977687,96.4253613770315
50000,sine_P(y_x),3,incremental,WEOB2,76.56300893152286,58.675489356686214
55000,sine_P(y_x),3,incremental,WEOB2,70.06809892474683,51.191443594662665
60000,sine_P(y_x),3,incremental,WEOB2,93.74891110854688,86.29395720461639
65000,sine_P(y_x),3,incremental,WEOB2,95.85713498546909,90.57342204577819
70000,sine_P(y_x),3,incremental,WEOB2,96.83814464485882,92.73544777404234
75000,sine_P(y_x),3,incremental,WEOB2,97.39701511673636,93.96325857268513
80000,sine_P(y_x),3,incremental,WEOB2,97.77311660693861,94.85047471244636
85000,sine_P(y_x),3,incremental,WEOB2,98.07611237902037,95.54282800829336
90000,sine_P(y_x),3,incremental,WEOB2,98.28885808488583,96.01934469589744
95000,sine_P(y_x),3,incremental,WEOB2,98.43514308224456,96.35586072036615
100000,sine_P(y_x),3,incremental,WEOB2,98.54780369051416,96.61625979165842
5000,sine_P(y_x),3,incremental,UOB,97.10680613085756,93.44535498664962
10000,sine_P(y_x),3,incremental,UOB,97.99785146674591,95.38805662968535
15000,sine_P(y_x),3,incremental,UOB,98.34797034226594,96.1383698703561
20000,sine_P(y_x),3,incremental,UOB,98.5979671343808,96.72200773178463
25000,sine_P(y_x),3,incremental,UOB,98.74156252695283,97.04025018031126
30000,sine_P(y_x),3,incremental,UOB,98.85701189876987,97.3211558630427
35000,sine_P(y_x),3,incremental,UOB,98.9353757154063,97.50590581953439
40000,sine_P(y_x),3,incremental,UOB,98.92506629173191,97.47740372556454
45000,sine_P(y_x),3,incremental,UOB,98.47384483636435,96.41444612715352
50000,sine_P(y_x),3,incremental,UOB,76.89811172874793,58.343662571496864
55000,sine_P(y_x),3,incremental,UOB,65.14639988444426,49.21134492227959
60000,sine_P(y_x),3,incremental,UOB,89.40818552816354,80.33159711008679
65000,sine_P(y_x),3,incremental,UOB,93.32558310818042,86.40503350095747
70000,sine_P(y_x),3,incremental,UOB,94.95280218930269,89.38819775765069
75000,sine_P(y_x),3,incremental,UOB,95.81945013760085,91.00296871630945
80000,sine_P(y_x),3,incremental,UOB,96.3909124342781,92.17985764574965
85000,sine_P(y_x),3,incremental,UOB,96.87808350587875,93.16720229097913
90000,sine_P(y_x),3,incremental,UOB,97.21757693245353,93.8498269021793
95000,sine_P(y_x),3,incremental,UOB,97.46062099314993,94.35734000551858
100000,sine_P(y_x),3,incremental,UOB,97.64930911989993,94.75593982067213
5000,sine_P(y_x),3,incremental,CSMOTE,97.49198016914552,94.52577975811586
10000,sine_P(y_x),3,incremental,CSMOTE,98.06759788666136,95.68170790878217
15000,sine_P(y_x),3,incremental,CSMOTE,98.42791411042946,96.40980735551666
20000,sine_P(y_x),3,incremental,CSMOTE,98.60722234187666,96.80448031625761
25000,sine_P(y_x),3,incremental,CSMOTE,98.74563262500715,97.0958758785307
30000,sine_P(y_x),3,incremental,CSMOTE,98.85672005155502,97.35402971883114
35000,sine_P(y_x),3,incremental,CSMOTE,98.91399938644031,97.48400852878466
40000,sine_P(y_x),3,incremental,CSMOTE,98.9128102424719,97.4746635653763
45000,sine_P(y_x),3,incremental,CSMOTE,98.42320482426133,96.35004235571434
50000,sine_P(y_x),3,incremental,CSMOTE,75.60747663551402,56.25698324022346
55000,sine_P(y_x),3,incremental,CSMOTE,74.12478605881438,53.456479149174356
60000,sine_P(y_x),3,incremental,CSMOTE,87.90273556231001,76.72514619883043
65000,sine_P(y_x),3,incremental,CSMOTE,91.358574610245,82.17457886676878
70000,sine_P(y_x),3,incremental,CSMOTE,92.3311525407054,83.87964016130704
75000,sine_P(y_x),3,incremental,CSMOTE,92.5736565270166,84.24256614376027
80000,sine_P(y_x),3,incremental,CSMOTE,93.35411397988592,85.86970113792674
85000,sine_P(y_x),3,incremental,CSMOTE,94.15181840371001,87.40935365212819
90000,sine_P(y_x),3,incremental,CSMOTE,94.6379859650584,88.28320516904036
95000,sine_P(y_x),3,incremental,CSMOTE,95.10235247063954,89.22141313915338
100000,sine_P(y_x),3,incremental,CSMOTE,95.49081881055635,90.00035751313862
5000,sine_P(y_x),3,incremental,RebalanceStream,97.24137931034485,93.6842105263158
10000,sine_P(y_x),3,incremental,RebalanceStream,97.92886730467077,95.16505501833944
15000,sine_P(y_x),3,incremental,RebalanceStream,98.31825287791936,96.00719829040601
20000,sine_P(y_x),3,incremental,RebalanceStream,98.55762398749468,96.57441781977727
25000,sine_P(y_x),3,incremental,RebalanceStream,98.72318692543412,96.95039306044998
30000,sine_P(y_x),3,incremental,RebalanceStream,98.80459225943899,97.15573078006194
35000,sine_P(y_x),3,incremental,RebalanceStream,98.88985854321841,97.36093018767791
40000,sine_P(y_x),3,incremental,RebalanceStream,98.87281441377476,97.31671244453834
45000,sine_P(y_x),3,incremental,RebalanceStream,98.18365128625214,95.65250179103352
50000,sine_P(y_x),3,incremental,RebalanceStream,78.47607619619019,56.94569456945693
55000,sine_P(y_x),3,incremental,RebalanceStream,80.5357142857143,47.90441176470588
60000,sine_P(y_x),3,incremental,RebalanceStream,93.55884425651867,84.26850258175558
65000,sine_P(y_x),3,incremental,RebalanceStream,95.42456140350875,88.66086956521738
70000,sine_P(y_x),3,incremental,RebalanceStream,96.34317862165962,91.00346020761243
75000,sine_P(y_x),3,incremental,RebalanceStream,96.98483622418465,92.59739137945927
80000,sine_P(y_x),3,incremental,RebalanceStream,97.40839026593643,93.70283989573329
85000,sine_P(y_x),3,incremental,RebalanceStream,97.72074405462682,94.47803764974331
90000,sine_P(y_x),3,incremental,RebalanceStream,97.93512706134062,94.9992667546561
95000,sine_P(y_x),3,incremental,RebalanceStream,98.11507410744254,95.4388064805711
100000,sine_P(y_x),3,incremental,RebalanceStream,98.24842515355735,95.76737653266524
5000,sine_P(y_x),1,sudden,improved_OOB,98.7861169287257,89.02271477379666
10000,sine_P(y_x),1,sudden,improved_OOB,99.18284970999889,92.58847906847586
15000,sine_P(y_x),1,sudden,improved_OOB,99.37254835928661,94.25526824636565
20000,sine_P(y_x),1,sudden,improved_OOB,99.4772659121901,95.21513249576245
25000,sine_P(y_x),1,sudden,improved_OOB,99.54333625601392,95.76643510790294
30000,sine_P(y_x),1,sudden,improved_OOB,99.59903331549872,96.27496773436481
35000,sine_P(y_x),1,sudden,improved_OOB,99.62627384232738,96.51053224665051
40000,sine_P(y_x),1,sudden,improved_OOB,99.64980911883164,96.76342295120389
