instances,drift,unbalance,type,alg,Fscore_min
50000,appearing-clusters,3,incremental,WEOB2,46.11742424242425
55000,appearing-clusters,3,incremental,WEOB2,46.23503465658475
60000,appearing-clusters,3,incremental,WEOB2,38.94245723172628
65000,appearing-clusters,3,incremental,WEOB2,40.148367952522264
70000,appearing-clusters,3,incremental,WEOB2,40.554962646744926
75000,appearing-clusters,3,incremental,WEOB2,40.81221198156681
80000,appearing-clusters,3,incremental,WEOB2,40.81784386617101
85000,appearing-clusters,3,incremental,WEOB2,40.97662534304912
90000,appearing-clusters,3,incremental,WEOB2,41.06564019448946
95000,appearing-clusters,3,incremental,WEOB2,41.19899315772681
100000,appearing-clusters,3,incremental,WEOB2,41.26036692636341
5000,appearing-clusters,3,incremental,UOB,44.67571644042233
10000,appearing-clusters,3,incremental,UOB,44.89641615000756
15000,appearing-clusters,3,incremental,UOB,45.24757529351711
20000,appearing-clusters,3,incremental,UOB,45.33190249885023
25000,appearing-clusters,3,incremental,UOB,45.434489520774605
30000,appearing-clusters,3,incremental,UOB,45.55829734731647
35000,appearing-clusters,3,incremental,UOB,45.674557775235414
40000,appearing-clusters,3,incremental,UOB,45.77056778679026
45000,appearing-clusters,3,incremental,UOB,45.7959660516098
50000,appearing-clusters,3,incremental,UOB,46.626159258074836
55000,appearing-clusters,3,incremental,UOB,46.60611854684512
60000,appearing-clusters,3,incremental,UOB,39.03743315508022
65000,appearing-clusters,3,incremental,UOB,39.59195320302468
70000,appearing-clusters,3,incremental,UOB,39.94562669916565
75000,appearing-clusters,3,incremental,UOB,40.27972027972027
80000,appearing-clusters,3,incremental,UOB,40.34843593454303
85000,appearing-clusters,3,incremental,UOB,40.56037666174297
90000,appearing-clusters,3,incremental,UOB,40.67930802422707
95000,appearing-clusters,3,incremental,UOB,40.8245419211549
100000,appearing-clusters,3,incremental,UOB,40.90265377747676
5000,appearing-clusters,3,incremental,RebalanceStream,43.92835458409229
10000,appearing-clusters,3,incremental,RebalanceStream,44.16052908462348
15000,appearing-clusters,3,incremental,RebalanceStream,44.435475734032885
20000,appearing-clusters,3,incremental,RebalanceStream,44.55468039987882
25000,appearing-clusters,3,incremental,RebalanceStream,44.76977281010813
30000,appearing-clusters,3,incremental,RebalanceStream,44.96527777777778
35000,appearing-clusters,3,incremental,RebalanceStream,45.157899347378574
40000,appearing-clusters,3,incremental,RebalanceStream,45.29914529914531
45000,appearing-clusters,3,incremental,RebalanceStream,45.34911648653286
50000,appearing-clusters,3,incremental,RebalanceStream,46.44932214331828
55000,appearing-clusters,3,incremental,RebalanceStream,46.33558341369335
60000,appearing-clusters,3,incremental,RebalanceStream,39.81358189081225
65000,appearing-clusters,3,incremental,RebalanceStream,40.4800783801437
70000,appearing-clusters,3,incremental,RebalanceStream,40.388768898488124
75000,appearing-clusters,3,incremental,RebalanceStream,40.64696485623004
80000,appearing-clusters,3,incremental,RebalanceStream,40.46626231993935
85000,appearing-clusters,3,incremental,RebalanceStream,40.43655778894472
90000,appearing-clusters,3,incremental,RebalanceStream,40.49542272482499
95000,appearing-clusters,3,incremental,RebalanceStream,40.52565313188542
100000,appearing-clusters,3,incremental,RebalanceStream,40.54619650517946
5000,appearing-clusters,3,sudden,improved_OOB,44.83775811209439
10000,appearing-clusters,3,sudden,improved_OOB,44.90526629867224
15000,appearing-clusters,3,sudden,improved_OOB,45.18600665389657
20000,appearing-clusters,3,sudden,improved_OOB,45.23773470623865
25000,appearing-clusters,3,sudden,improved_OOB,45.32308809293319
30000,appearing-clusters,3,sudden,improved_OOB,45.40891345130051
35000,appearing-clusters,3,sudden,improved_OOB,45.52796109760333
40000,appearing-clusters,3,sudden,improved_OOB,45.61296472831268
45000,appearing-clusters,3,sudden,improved_OOB,45.64619615032081
50000,appearing-clusters,3,sudden,improved_OOB,45.71857940256394
55000,appearing-clusters,3,sudden,improved_OOB,39.95142683667274
60000,appearing-clusters,3,sudden,improved_OOB,40.544117647058826
65000,appearing-clusters,3,sudden,improved_OOB,40.78541103820919
70000,appearing-clusters,3,sudden,improved_OOB,40.86687306501547
75000,appearing-clusters,3,sudden,improved_OOB,40.9725400457666
80000,appearing-clusters,3,sudden,improved_OOB,40.968723262667545
85000,appearing-clusters,3,sudden,improved_OOB,41.11413374477241
90000,appearing-clusters,3,sudden,improved_OOB,41.22280969447501
95000,appearing-clusters,3,sudden,improved_OOB,41.33169005182657
100000,appearing-clusters,3,sudden,improved_OOB,41.39216020936452
5000,appearing-clusters,3,sudden,WEOB1,44.645462503647515
10000,appearing-clusters,3,sudden,WEOB1,44.694391001923925
15000,appearing-clusters,3,sudden,WEOB1,44.86167981623889
20000,appearing-clusters,3,sudden,WEOB1,44.94820597507881
25000,appearing-clusters,3,sudden,WEOB1,45.053427782446875
30000,appearing-clusters,3,sudden,WEOB1,45.15885403554705
35000,appearing-clusters,3,sudden,WEOB1,45.29921905337188
40000,appearing-clusters,3,sudden,WEOB1,45.411452408039445
45000,appearing-clusters,3,sudden,WEOB1,45.457308835449886
50000,appearing-clusters,3,sudden,WEOB1,45.53778537419118
55000,appearing-clusters,3,sudden,WEOB1,39.76161369193154
60000,appearing-clusters,3,sudden,WEOB1,40.517494854454576
65000,appearing-clusters,3,sudden,WEOB1,40.822815300125264
70000,appearing-clusters,3,sudden,WEOB1,40.86314431142017
75000,appearing-clusters,3,sudden,WEOB1,40.95741656717267
80000,appearing-clusters,3,sudden,WEOB1,40.893454596861595
85000,appearing-clusters,3,sudden,WEOB1,41.00635508004183
90000,appearing-clusters,3,sudden,WEOB1,41.096082908835406
95000,appearing-clusters,3,sudden,WEOB1,41.202602928294326
100000,appearing-clusters,3,sudden,WEOB1,41.253660734399645
5000,appearing-clusters,3,sudden,CSMOTE,44.864864864864856
10000,appearing-clusters,3,sudden,CSMOTE,45.18155354680557
15000,appearing-clusters,3,sudden,CSMOTE,45.42638860210614
20000,appearing-clusters,3,sudden,CSMOTE,45.45524870426239
25000,appearing-clusters,3,sudden,CSMOTE,45.476395907802285
30000,appearing-clusters,3,sudden,CSMOTE,45.566553252912676
35000,appearing-clusters,3,sudden,CSMOTE,45.66807685527938
40000,appearing-clusters,3,sudden,CSMOTE,45.74410514109007
45000,appearing-clusters,3,sudden,CSMOTE,45.76043993813369
50000,appearing-clusters,3,sudden,CSMOTE,45.80503086132564
55000,appearing-clusters,3,sudden,CSMOTE,39.35309973045822
60000,appearing-clusters,3,sudden,CSMOTE,39.898243886427046
65000,appearing-clusters,3,sudden,CSMOTE,40.33379694019471
70000,appearing-clusters,3,sudden,CSMOTE,40.2318012225133
75000,appearing-clusters,3,sudden,CSMOTE,40.06116207951071
80000,appearing-clusters,3,sudden,CSMOTE,40.099240192277875
85000,appearing-clusters,3,sudden,CSMOTE,40.31381486676016
90000,appearing-clusters,3,sudden,CSMOTE,40.441400304414
95000,appearing-clusters,3,sudden,CSMOTE,40.60571312940542
100000,appearing-clusters,3,sudden,CSMOTE,40.6687426308311
5000,appearing-clusters,3,sudden,OOB,44.67571644042233
10000,appearing-clusters,3,sudden,OOB,44.89641615000756
15000,appearing-clusters,3,sudden,OOB,45.24757529351711
20000,appearing-clusters,3,sudden,OOB,45.33190249885023
25000,appearing-clusters,3,sudden,OOB,45.434489520774605
30000,appearing-clusters,3,sudden,OOB,45.55829734731647
35000,appearing-clusters,3,sudden,OOB,45.674557775235414
40000,appearing-clusters,3,sudden,OOB,45.77056778679026
45000,appearing-clusters,3,sudden,OOB,45.7959660516098
50000,appearing-clusters,3,sudden,OOB,45.876512565932345
55000,appearing-clusters,3,sudden,OOB,40.15559545182526
60000,appearing-clusters,3,sudden,OOB,40.882524839275284
65000,appearing-clusters,3,sudden,OOB,41.215106732348104
70000,appearing-clusters,3,sudden,OOB,41.27315982986085
75000,appearing-clusters,3,sudden,OOB,41.352093342484565
80000,appearing-clusters,3,sudden,OOB,41.25390661994506
85000,appearing-clusters,3,sudden,OOB,41.28566240264718
90000,appearing-clusters,3,sudden,OOB,41.32723112128145
95000,appearing-clusters,3,sudden,OOB,41.39259537680886
100000,appearing-clusters,3,sudden,OOB,41.42672000901562
5000,appearing-clusters,3,sudden,ESOS_ELM,0.0
10000,appearing-clusters,3,sudden,ESOS_ELM,0.0
15000,appearing-clusters,3,sudden,ESOS_ELM,21.49615669609033
20000,appearing-clusters,3,sudden,ESOS_ELM,27.8890537340696
25000,appearing-clusters,3,sudden,ESOS_ELM,30.807213582613787
30000,appearing-clusters,3,sudden,ESOS_ELM,32.45444653589591
35000,appearing-clusters,3,sudden,ESOS_ELM,33.632191603183664
40000,appearing-clusters,3,sudden,ESOS_ELM,34.29703581448853
45000,appearing-clusters,3,sudden,ESOS_ELM,34.85658386922749
50000,appearing-clusters,3,sudden,ESOS_ELM,35.348483104243726
55000,appearing-clusters,3,sudden,ESOS_ELM,33.29635713775081
60000,appearing-clusters,3,sudden,ESOS_ELM,33.87216886980572
65000,appearing-clusters,3,sudden,ESOS_ELM,34.17703154988625
70000,appearing-clusters,3,sudden,ESOS_ELM,34.33031514971215
75000,appearing-clusters,3,sudden,ESOS_ELM,34.51519429732892
80000,appearing-clusters,3,sudden,ESOS_ELM,34.61730178594516
85000,appearing-clusters,3,sudden,ESOS_ELM,34.661366126911695
90000,appearing-clusters,3,sudden,ESOS_ELM,34.74352806760406
95000,appearing-clusters,3,sudden,ESOS_ELM,34.73062773586909
100000,appearing-clusters,3,sudden,ESOS_ELM,34.68383101969886
5000,appearing-clusters,3,sudden,improved_UOB,44.072685318719344
10000,appearing-clusters,3,sudden,improved_UOB,44.351402967533424
15000,appearing-clusters,3,sudden,improved_UOB,44.48296354992077
20000,appearing-clusters,3,sudden,improved_UOB,44.53950305014134
25000,appearing-clusters,3,sudden,improved_UOB,44.6859184281036
30000,appearing-clusters,3,sudden,improved_UOB,44.82930974159045
35000,appearing-clusters,3,sudden,improved_UOB,44.9944287306077
40000,appearing-clusters,3,sudden,improved_UOB,45.130775608653046
45000,appearing-clusters,3,sudden,improved_UOB,45.1932440146402
50000,appearing-clusters,3,sudden,improved_UOB,45.27523214177338
55000,appearing-clusters,3,sudden,improved_UOB,39.283508338480544
60000,appearing-clusters,3,sudden,improved_UOB,40.25610833088019
65000,appearing-clusters,3,sudden,improved_UOB,40.64970117601696
70000,appearing-clusters,3,sudden,improved_UOB,40.69059388208324
75000,appearing-clusters,3,sudden,improved_UOB,40.7413705152185
80000,appearing-clusters,3,sudden,improved_UOB,40.628954398462774
85000,appearing-clusters,3,sudden,improved_UOB,40.698881789137374
90000,appearing-clusters,3,sudden,improved_UOB,40.7630662020906
95000,appearing-clusters,3,sudden,improved_UOB,40.8686210640608
100000,appearing-clusters,3,sudden,improved_UOB,40.91315025675374
5000,appearing-clusters,3,sudden,WEOB2,44.072685318719344
10000,appearing-clusters,3,sudden,WEOB2,44.22795194843247
15000,appearing-clusters,3,sudden,WEOB2,44.32928634883034
20000,appearing-clusters,3,sudden,WEOB2,44.35471921766189
25000,appearing-clusters,3,sudden,WEOB2,44.43654882453959
30000,appearing-clusters,3,sudden,WEOB2,44.55927655768658
35000,appearing-clusters,3,sudden,WEOB2,44.72618793948434
40000,appearing-clusters,3,sudden,WEOB2,44.87049739495483
45000,appearing-clusters,3,sudden,WEOB2,44.95038920255236
50000,appearing-clusters,3,sudden,WEOB2,45.06208271653424
55000,appearing-clusters,3,sudden,WEOB2,38.39314067958082
60000,appearing-clusters,3,sudden,WEOB2,39.86305448050014
65000,appearing-clusters,3,sudden,WEOB2,40.38293322966275
70000,appearing-clusters,3,sudden,WEOB2,40.53527629490695
75000,appearing-clusters,3,sudden,WEOB2,40.65645013723696
80000,appearing-clusters,3,sudden,WEOB2,40.662151281201155
85000,appearing-clusters,3,sudden,WEOB2,40.771994993337906
90000,appearing-clusters,3,sudden,WEOB2,40.874189912651445
95000,appearing-clusters,3,sudden,WEOB2,40.988745728706235
100000,appearing-clusters,3,sudden,WEOB2,41.05853823595759
5000,appearing-clusters,3,sudden,UOB,44.67571644042233
10000,appearing-clusters,3,sudden,UOB,44.89641615000756
15000,appearing-clusters,3,sudden,UOB,45.24757529351711
20000,appearing-clusters,3,sudden,UOB,45.33190249885023
25000,appearing-clusters,3,sudden,UOB,45.434489520774605
30000,appearing-clusters,3,sudden,UOB,45.55829734731647
35000,appearing-clusters,3,sudden,UOB,45.674557775235414
40000,appearing-clusters,3,sudden,UOB,45.77056778679026
45000,appearing-clusters,3,sudden,UOB,45.7959660516098
50000,appearing-clusters,3,sudden,UOB,45.876512565932345
55000,appearing-clusters,3,sudden,UOB,38.99096854562442
60000,appearing-clusters,3,sudden,UOB,40.20100502512564
65000,appearing-clusters,3,sudden,UOB,40.72059823249491
70000,appearing-clusters,3,sudden,UOB,40.86472417034197
75000,appearing-clusters,3,sudden,UOB,41.002865329512886
80000,appearing-clusters,3,sudden,UOB,40.98376222580952
85000,appearing-clusters,3,sudden,UOB,41.08856761025391
90000,appearing-clusters,3,sudden,UOB,41.16421179047013
95000,appearing-clusters,3,sudden,UOB,41.25856541145407
100000,appearing-clusters,3,sudden,UOB,41.312643093360464
5000,appearing-clusters,3,sudden,RebalanceStream,43.92835458409229
10000,appearing-clusters,3,sudden,RebalanceStream,44.16052908462348
15000,appearing-clusters,3,sudden,RebalanceStream,44.435475734032885
20000,appearing-clusters,3,sudden,RebalanceStream,44.55468039987882
25000,appearing-clusters,3,sudden,RebalanceStream,44.76977281010813
30000,appearing-clusters,3,sudden,RebalanceStream,44.96527777777778
35000,appearing-clusters,3,sudden,RebalanceStream,45.157899347378574
40000,appearing-clusters,3,sudden,RebalanceStream,45.29914529914531
45000,appearing-clusters,3,sudden,RebalanceStream,45.34911648653286
50000,appearing-clusters,3,sudden,RebalanceStream,45.45482740439786
55000,appearing-clusters,3,sudden,RebalanceStream,39.68098958333333
60000,appearing-clusters,3,sudden,RebalanceStream,40.439070951320396
65000,appearing-clusters,3,sudden,RebalanceStream,40.75288146346622
70000,appearing-clusters,3,sudden,RebalanceStream,40.79519405580586
75000,appearing-clusters,3,sudden,RebalanceStream,40.88058203712996
80000,appearing-clusters,3,sudden,RebalanceStream,40.79495728276725
85000,appearing-clusters,3,sudden,RebalanceStream,40.88301987461652
90000,appearing-clusters,3,sudden,RebalanceStream,40.9094436253589
95000,appearing-clusters,3,sudden,RebalanceStream,40.96980155306299
100000,appearing-clusters,3,sudden,RebalanceStream,40.98167132649892
5000,appearing-clusters,3,periodic,improved_OOB,44.83775811209439
10000,appearing-clusters,3,periodic,improved_OOB,44.90526629867224
15000,appearing-clusters,3,periodic,improved_OOB,45.18600665389657
20000,appearing-clusters,3,periodic,improved_OOB,45.23773470623865
25000,appearing-clusters,3,periodic,improved_OOB,45.32308809293319
30000,appearing-clusters,3,periodic,improved_OOB,45.40891345130051
35000,appearing-clusters,3,periodic,improved_OOB,45.52796109760333
40000,appearing-clusters,3,periodic,improved_OOB,45.61296472831268
45000,appearing-clusters,3,periodic,improved_OOB,45.64619615032081
50000,appearing-clusters,3,periodic,improved_OOB,46.395681168624954
55000,appearing-clusters,3,periodic,improved_OOB,46.41724793912493
60000,appearing-clusters,3,periodic,improved_OOB,46.51671352702281
65000,appearing-clusters,3,periodic,improved_OOB,46.39159083777848
70000,appearing-clusters,3,periodic,improved_OOB,46.40075773521364
75000,appearing-clusters,3,periodic,improved_OOB,46.37963251323576
80000,appearing-clusters,3,periodic,improved_OOB,46.36369311442662
85000,appearing-clusters,3,periodic,improved_OOB,46.34625322997415
90000,appearing-clusters,3,periodic,improved_OOB,46.43663905744784
95000,appearing-clusters,3,periodic,improved_OOB,46.45443631152937
100000,appearing-clusters,3,periodic,improved_OOB,46.410477339307256
5000,appearing-clusters,3,periodic,WEOB1,44.645462503647515
10000,appearing-clusters,3,periodic,WEOB1,44.694391001923925
15000,appearing-clusters,3,periodic,WEOB1,44.86167981623889
20000,appearing-clusters,3,periodic,WEOB1,44.94820597507881
25000,appearing-clusters,3,periodic,WEOB1,45.053427782446875
30000,appearing-clusters,3,periodic,WEOB1,45.15885403554705
35000,appearing-clusters,3,periodic,WEOB1,45.29921905337188
40000,appearing-clusters,3,periodic,WEOB1,45.411452408039445
45000,appearing-clusters,3,periodic,WEOB1,45.457308835449886
50000,appearing-clusters,3,periodic,WEOB1,46.29277566539924
55000,appearing-clusters,3,periodic,WEOB1,46.30830039525693
60000,appearing-clusters,3,periodic,WEOB1,46.4608668537574
65000,appearing-clusters,3,periodic,WEOB1,46.28383664528242
70000,appearing-clusters,3,periodic,WEOB1,46.31048598719429
75000,appearing-clusters,3,periodic,WEOB1,46.27688485130834
80000,appearing-clusters,3,periodic,WEOB1,46.261129443994776
85000,appearing-clusters,3,periodic,WEOB1,46.244651786174536
90000,appearing-clusters,3,periodic,WEOB1,46.326810089676194
95000,appearing-clusters,3,periodic,WEOB1,46.342217072228664
100000,appearing-clusters,3,periodic,WEOB1,46.28999553218545
5000,appearing-clusters,3,periodic,CSMOTE,44.864864864864856
10000,appearing-clusters,3,periodic,CSMOTE,45.18155354680557
15000,appearing-clusters,3,periodic,CSMOTE,45.42638860210614
20000,appearing-clusters,3,periodic,CSMOTE,45.45524870426239
25000,appearing-clusters,3,periodic,CSMOTE,45.476395907802285
30000,appearing-clusters,3,periodic,CSMOTE,45.566553252912676
35000,appearing-clusters,3,periodic,CSMOTE,45.66807685527938
40000,appearing-clusters,3,periodic,CSMOTE,45.74410514109007
45000,appearing-clusters,3,periodic,CSMOTE,45.76043993813369
50000,appearing-clusters,3,periodic,CSMOTE,46.217418944691666
55000,appearing-clusters,3,periodic,CSMOTE,46.25158831003812
60000,appearing-clusters,3,periodic,CSMOTE,46.36678200692041
65000,appearing-clusters,3,periodic,CSMOTE,46.30184513483677
70000,appearing-clusters,3,periodic,CSMOTE,46.36440498837454
75000,appearing-clusters,3,periodic,CSMOTE,46.3599437587877
80000,appearing-clusters,3,periodic,CSMOTE,46.36192861615529
85000,appearing-clusters,3,periodic,CSMOTE,46.346014304965266
90000,appearing-clusters,3,periodic,CSMOTE,46.41033610087465
95000,appearing-clusters,3,periodic,CSMOTE,46.44271844660194
100000,appearing-clusters,3,periodic,CSMOTE,46.39870049077211
5000,appearing-clusters,3,periodic,OOB,44.67571644042233
10000,appearing-clusters,3,periodic,OOB,44.89641615000756
15000,appearing-clusters,3,periodic,OOB,45.24757529351711
20000,appearing-clusters,3,periodic,OOB,45.33190249885023
25000,appearing-clusters,3,periodic,OOB,45.434489520774605
30000,appearing-clusters,3,periodic,OOB,45.55829734731647
35000,appearing-clusters,3,periodic,OOB,45.674557775235414
40000,appearing-clusters,3,periodic,OOB,45.77056778679026
45000,appearing-clusters,3,periodic,OOB,45.7959660516098
50000,appearing-clusters,3,periodic,OOB,46.626159258074836
55000,appearing-clusters,3,periodic,OOB,46.60070220236195
60000,appearing-clusters,3,periodic,OOB,46.9046114971573
65000,appearing-clusters,3,periodic,OOB,46.595038710696805
70000,appearing-clusters,3,periodic,OOB,46.5791145943656
75000,appearing-clusters,3,periodic,OOB,46.50434510295155
80000,appearing-clusters,3,periodic,OOB,46.480818735480625
85000,appearing-clusters,3,periodic,OOB,46.490589580950406
90000,appearing-clusters,3,periodic,OOB,46.54281386438565
95000,appearing-clusters,3,periodic,OOB,46.57187378262563
100000,appearing-clusters,3,periodic,OOB,46.5134816663201
5000,appearing-clusters,3,periodic,ESOS_ELM,0.0
10000,appearing-clusters,3,periodic,ESOS_ELM,0.0
15000,appearing-clusters,3,periodic,ESOS_ELM,21.538151595543734
20000,appearing-clusters,3,periodic,ESOS_ELM,27.928012601539002
25000,appearing-clusters,3,periodic,ESOS_ELM,30.86522777407189
30000,appearing-clusters,3,periodic,ESOS_ELM,32.53057577691268
35000,appearing-clusters,3,periodic,ESOS_ELM,33.702564988455215
40000,appearing-clusters,3,periodic,ESOS_ELM,34.32411182862152
45000,appearing-clusters,3,periodic,ESOS_ELM,34.9154701531998
50000,appearing-clusters,3,periodic,ESOS_ELM,39.27121789855246
55000,appearing-clusters,3,periodic,ESOS_ELM,39.376833678991474
60000,appearing-clusters,3,periodic,ESOS_ELM,38.533129653041314
65000,appearing-clusters,3,periodic,ESOS_ELM,38.831474487312434
70000,appearing-clusters,3,periodic,ESOS_ELM,39.37212757333172
75000,appearing-clusters,3,periodic,ESOS_ELM,39.33720959444774
80000,appearing-clusters,3,periodic,ESOS_ELM,39.259059065638844
85000,appearing-clusters,3,periodic,ESOS_ELM,39.19037073720763
90000,appearing-clusters,3,periodic,ESOS_ELM,39.19733067236378
95000,appearing-clusters,3,periodic,ESOS_ELM,39.14313780484442
100000,appearing-clusters,3,periodic,ESOS_ELM,39.12620401975703
5000,appearing-clusters,3,periodic,improved_UOB,44.072685318719344
10000,appearing-clusters,3,periodic,improved_UOB,44.351402967533424
15000,appearing-clusters,3,periodic,improved_UOB,44.48296354992077
20000,appearing-clusters,3,periodic,improved_UOB,44.53950305014134
25000,appearing-clusters,3,periodic,improved_UOB,44.6859184281036
30000,appearing-clusters,3,periodic,improved_UOB,44.82930974159045
35000,appearing-clusters,3,periodic,improved_UOB,44.9944287306077
40000,appearing-clusters,3,periodic,improved_UOB,45.130775608653046
45000,appearing-clusters,3,periodic,improved_UOB,45.1932440146402
50000,appearing-clusters,3,periodic,improved_UOB,46.04475260006303
55000,appearing-clusters,3,periodic,improved_UOB,46.15505830444375
60000,appearing-clusters,3,periodic,improved_UOB,46.3596764156814
65000,appearing-clusters,3,periodic,improved_UOB,46.14664586583463
70000,appearing-clusters,3,periodic,improved_UOB,46.16994558392633
75000,appearing-clusters,3,periodic,improved_UOB,46.14074475497405
80000,appearing-clusters,3,periodic,improved_UOB,46.13474076373797
85000,appearing-clusters,3,periodic,improved_UOB,46.10916940789474
90000,appearing-clusters,3,periodic,improved_UOB,46.1839961245431
95000,appearing-clusters,3,periodic,improved_UOB,46.19412466792438
100000,appearing-clusters,3,periodic,improved_UOB,46.1251327009349
5000,appearing-clusters,3,periodic,WEOB2,44.072685318719344
10000,appearing-clusters,3,periodic,WEOB2,44.22795194843247
15000,appearing-clusters,3,periodic,WEOB2,44.32928634883034
20000,appearing-clusters,3,periodic,WEOB2,44.35471921766189
25000,appearing-clusters,3,periodic,WEOB2,44.43654882453959
30000,appearing-clusters,3,periodic,WEOB2,44.55927655768658
35000,appearing-clusters,3,periodic,WEOB2,44.72618793948434
40000,appearing-clusters,3,periodic,WEOB2,44.87049739495483
45000,appearing-clusters,3,periodic,WEOB2,44.95038920255236
50000,appearing-clusters,3,periodic,WEOB2,46.11742424242425
55000,appearing-clusters,3,periodic,WEOB2,46.2133165036289
60000,appearing-clusters,3,periodic,WEOB2,46.3596764156814
65000,appearing-clusters,3,periodic,WEOB2,46.110678098207316
70000,appearing-clusters,3,periodic,WEOB2,46.14016736401674
75000,appearing-clusters,3,periodic,WEOB2,46.11515245318061
80000,appearing-clusters,3,periodic,WEOB2,46.11994040228457
85000,appearing-clusters,3,periodic,WEOB2,46.09692173287424
90000,appearing-clusters,3,periodic,WEOB2,46.175188267935006
95000,appearing-clusters,3,periodic,WEOB2,46.188202679809024
100000,appearing-clusters,3,periodic,WEOB2,46.11354608957676
5000,appearing-clusters,3,periodic,UOB,44.67571644042233
10000,appearing-clusters,3,periodic,UOB,44.89641615000756
15000,appearing-clusters,3,periodic,UOB,45.24757529351711
20000,appearing-clusters,3,periodic,UOB,45.33190249885023
25000,appearing-clusters,3,periodic,UOB,45.434489520774605
30000,appearing-clusters,3,periodic,UOB,45.55829734731647
35000,appearing-clusters,3,periodic,UOB,45.674557775235414
40000,appearing-clusters,3,periodic,UOB,45.77056778679026
45000,appearing-clusters,3,periodic,UOB,45.7959660516098
50000,appearing-clusters,3,periodic,UOB,46.626159258074836
55000,appearing-clusters,3,periodic,UOB,46.60070220236195
60000,appearing-clusters,3,periodic,UOB,46.9046114971573
65000,appearing-clusters,3,periodic,UOB,46.595038710696805
70000,appearing-clusters,3,periodic,UOB,46.5791145943656
75000,appearing-clusters,3,periodic,UOB,46.50434510295155
80000,appearing-clusters,3,periodic,UOB,46.480818735480625
85000,appearing-clusters,3,periodic,UOB,46.490589580950406
90000,appearing-clusters,3,periodic,UOB,46.54281386438565
95000,appearing-clusters,3,periodic,UOB,46.57187378262563
100000,appearing-clusters,3,periodic,UOB,46.5134816663201
5000,appearing-clusters,3,periodic,RebalanceStream,43.92835458409229
10000,appearing-clusters,3,periodic,RebalanceStream,44.16052908462348
15000,appearing-clusters,3,periodic,RebalanceStream,44.435475734032885
20000,appearing-clusters,3,periodic,RebalanceStream,44.55468039987882
25000,appearing-clusters,3,periodic,RebalanceStream,44.76977281010813
30000,appearing-clusters,3,periodic,RebalanceStream,44.96527777777778
35000,appearing-clusters,3,periodic,RebalanceStream,45.157899347378574
40000,appearing-clusters,3,periodic,RebalanceStream,45.29914529914531
45000,appearing-clusters,3,periodic,RebalanceStream,45.34911648653286
50000,appearing-clusters,3,periodic,RebalanceStream,46.44932214331828
55000,appearing-clusters,3,periodic,RebalanceStream,46.321043310256
60000,appearing-clusters,3,periodic,RebalanceStream,46.57577679137603
65000,appearing-clusters,3,periodic,RebalanceStream,46.3457260883381
70000,appearing-clusters,3,periodic,RebalanceStream,46.3456211378649
75000,appearing-clusters,3,periodic,RebalanceStream,46.28697293895532
80000,appearing-clusters,3,periodic,RebalanceStream,46.272704339051465
85000,appearing-clusters,3,periodic,RebalanceStream,46.28073289137131
90000,appearing-clusters,3,periodic,RebalanceStream,46.32816341125464
95000,appearing-clusters,3,periodic,RebalanceStream,46.35575345676119
100000,appearing-clusters,3,periodic,RebalanceStream,46.30613733458371
5000,appearing-clusters,4,incremental,improved_OOB,46.20380739081747
10000,appearing-clusters,4,incremental,improved_OOB,46.3541066697385
15000,appearing-clusters,4,incremental,improved_OOB,46.57204901504576
20000,appearing-clusters,4,incremental,improved_OOB,46.68146763262445
25000,appearing-clusters,4,incremental,improved_OOB,46.79229402412794
30000,appearing-clusters,4,incremental,improved_OOB,46.895578551269985
35000,appearing-clusters,4,incremental,improved_OOB,46.948546766471104
40000,appearing-clusters,4,incremental,improved_OOB,47.01485923606394
45000,appearing-clusters,4,incremental,improved_OOB,47.08495426348439
50000,appearing-clusters,4,incremental,improved_OOB,47.68179599804784
55000,appearing-clusters,4,incremental,improved_OOB,47.4566055930569
60000,appearing-clusters,4,incremental,improved_OOB,43.12119794103885
65000,appearing-clusters,4,incremental,improved_OOB,43.24107959743824
70000,appearing-clusters,4,incremental,improved_OOB,43.47761082454961
75000,appearing-clusters,4,incremental,improved_OOB,43.559732147881384
80000,appearing-clusters,4,incremental,improved_OOB,43.650900597403755
85000,appearing-clusters,4,incremental,improved_OOB,43.650705063809205
90000,appearing-clusters,4,incremental,improved_OOB,43.727359389895135
95000,appearing-clusters,4,incremental,improved_OOB,43.822313476318634
100000,appearing-clusters,4,incremental,improved_OOB,43.820557061868385
5000,appearing-clusters,4,incremental,WEOB1,46.31626235399819
10000,appearing-clusters,4,incremental,WEOB1,46.37463976945246
15000,appearing-clusters,4,incremental,WEOB1,46.53181430675038
20000,appearing-clusters,4,incremental,WEOB1,46.60250801983085
25000,appearing-clusters,4,incremental,WEOB1,46.72238304230087
30000,appearing-clusters,4,incremental,WEOB1,46.827664487846896
35000,appearing-clusters,4,incremental,WEOB1,46.88710057577697
40000,appearing-clusters,4,incremental,WEOB1,46.95539296672173
45000,appearing-clusters,4,incremental,WEOB1,47.02577833779599
50000,appearing-clusters,4,incremental,WEOB1,47.61208576998052
55000,appearing-clusters,4,incremental,WEOB1,47.39947026246086
60000,appearing-clusters,4,incremental,WEOB1,42.83018867924528
65000,appearing-clusters,4,incremental,WEOB1,43.102461362335426
70000,appearing-clusters,4,incremental,WEOB1,43.40228511686955
